├gr┤cc»	freqContext	freqGram
├ri┤ii»	1	3130
├ri┤in»	1	3130
├ri┤ke»	1	3130
├ri┤mb»	1	3130
├ri┤mi»	1	3130
├ri┤n;»	1	3130
├ri┤on»	1	3130
├ri┤os»	1	3130
├ri┤p »	1	3130
├ri┤pi»	1	3130
├ri┤pl»	1	3130
├ri┤qu»	1	3130
├ri┤ra»	1	3130
├ri┤ro»	1	3130
├ri┤s)»	1	3130
├ri┤s-»	1	3130
├ri┤s.»	1	3130
├ri┤s^»	1	3130
├ri┤sl»	1	3130
├ri┤so»	1	3130
├ri┤t,»	1	3130
├ri┤tC»	1	3130
├ri┤uc»	1	3130
├ri┤ug»	1	3130
├ri┤ui»	1	3130
├ri┤us»	1	3130
├ri┤uy»	1	3130
├ri┤én»	1	3130
├t,┤ d»	722	3107
├t,┤ s»	306	3107
├t,┤ m»	262	3107
├t,┤ a»	192	3107
├t,┤ w»	187	3107
├t,┤ o»	168	3107
├t,┤ h»	147	3107
├t,┤ v»	139	3107
├t,┤ e»	116	3107
├t,┤ g»	113	3107
├t,┤ n»	106	3107
├t,┤ i»	105	3107
├t,┤ b»	102	3107
├t,┤ t»	93	3107
├t,┤ c»	39	3107
├t,┤ l»	32	3107
├t,┤ 1»	23	3107
├t,┤ u»	23	3107
├t,┤ '»	22	3107
├t,┤ p»	17	3107
├t,┤ 2»	15	3107
├t,┤ A»	14	3107
├t,┤ H»	14	3107
├t,┤ r»	13	3107
├t,┤ z»	13	3107
├t,┤ J»	10	3107
├t,┤ 6»	9	3107
├t,┤ N»	8	3107
├t,┤ B»	7	3107
├t,┤ S»	7	3107
├t,┤ W»	7	3107
├t,┤ 3»	6	3107
├t,┤ C»	6	3107
├t,┤ j»	6	3107
├t,┤ 5»	5	3107
├t,┤ G»	5	3107
├t,┤ P»	5	3107
├t,┤ 4»	4	3107
├t,┤ 8»	4	3107
├t,┤ L»	4	3107
├t,┤ 7»	3	3107
├t,┤ M»	3	3107
├t,┤ (»	2	3107
├t,┤ 9»	2	3107
├t,┤ D»	2	3107
├t,┤ F»	2	3107
├t,┤ O»	2	3107
├t,┤ Q»	2	3107
├t,┤ V»	2	3107
├t,┤ q»	2	3107
├t,┤ K»	1	3107
├t,┤ R»	1	3107
├t,┤ T»	1	3107
├t,┤ U»	1	3107
├t,┤ f»	1	3107
├t,┤ y»	1	3107
├t,┤ Ü»	1	3107
├t,┤ ü»	1	3107
├t,┤. »	1	3107
├sy┤n »	1589	3102
├sy┤nd»	487	3102
├sy┤ne»	271	3102
├sy┤n,»	183	3102
├sy┤de»	146	3102
├sy┤, »	70	3102
├sy┤n;»	52	3102
├sy┤ d»	33	3102
├sy┤; »	21	3102
├sy┤ h»	19	3102
├sy┤lu»	16	3102
├sy┤ v»	15	3102
├sy┤ e»	13	3102
├sy┤ m»	13	3102
├sy┤ a»	11	3102
├sy┤ns»	11	3102
├sy┤ g»	10	3102
├sy┤ l»	10	3102
├sy┤ o»	9	3102
├sy┤ s»	9	3102
├sy┤li»	8	3102
├sy┤ D»	7	3102
├sy┤ b»	7	3102
├sy┤ i»	6	3102
├sy┤ n»	6	3102
├sy┤n)»	6	3102
├sy┤ A»	5	3102
├sy┤t »	5	3102
├sy┤en»	4	3102
├sy┤nE»	4	3102
├sy┤t,»	4	3102
├sy┤ C»	3	3102
├sy┤ S»	3	3102
├sy┤) »	3	3102
├sy┤ V»	2	3102
├sy┤ t»	2	3102
├sy┤ w»	2	3102
├sy┤n^»	2	3102
├sy┤nw»	2	3102
├sy┤t;»	2	3102
├sy┤ud»	2	3102
├sy┤ (»	1	3102
├sy┤ 1»	1	3102
├sy┤ H»	1	3102
├sy┤ I»	1	3102
├sy┤ T»	1	3102
├sy┤ U»	1	3102
├sy┤ f»	1	3102
├sy┤ p»	1	3102
├sy┤ r»	1	3102
├sy┤ u»	1	3102
├sy┤De»	1	3102
├sy┤Je»	1	3102
├sy┤d »	1	3102
├sy┤da»	1	3102
├sy┤dg»	1	3102
├sy┤e »	1	3102
├sy┤e,»	1	3102
├sy┤es»	1	3102
├sy┤fd»	1	3102
├sy┤n.»	1	3102
├sy┤nc»	1	3102
├sy┤ng»	1	3102
├sy┤né»	1	3102
├sy┤o »	1	3102
├sy┤od»	1	3102
├sy┤t)»	1	3102
├sy┤ue»	1	3102
├sy┤» »	1	3102
├sy┤üd»	1	3102
├ic┤h »	761	3100
├ic┤k »	457	3100
├ic┤ht»	456	3100
├ic┤ol»	269	3100
├ic┤he»	171	3100
├ic┤ke»	121	3100
├ic┤ee»	65	3100
├ic┤tu»	51	3100
├ic┤en»	48	3100
├ic┤ul»	45	3100
├ic┤k,»	40	3100
├ic┤ie»	39	3100
├ic┤h,»	37	3100
├ic┤kt»	32	3100
├ic┤at»	24	3100
├ic┤hs»	22	3100
├ic┤an»	21	3100
├ic┤b »	20	3100
├ic┤hd»	18	3100
├ic┤ou»	18	3100
├ic┤to»	17	3100
├ic┤ab»	16	3100
├ic┤er»	16	3100
├ic┤, »	15	3100
├ic┤km»	15	3100
├ic┤ha»	14	3100
├ic┤ip»	13	3100
├ic┤us»	13	3100
├ic┤it»	12	3100
├ic┤ m»	11	3100
├ic┤hi»	11	3100
├ic┤hl»	11	3100
├ic┤ki»	10	3100
├ic┤ks»	10	3100
├ic┤qu»	10	3100
├ic┤t »	10	3100
├ic┤ti»	10	3100
├ic┤a »	9	3100
├ic┤bt»	9	3100
├ic┤o »	9	3100
├ic┤li»	8	3100
├ic┤am»	7	3100
├ic┤ko»	7	3100
├ic┤te»	6	3100
├ic┤um»	6	3100
├ic┤al»	5	3100
├ic┤be»	5	3100
├ic┤] »	4	3100
├ic┤h;»	4	3100
├ic┤hm»	4	3100
├ic┤kw»	4	3100
├ic┤],»	3	3100
├ic┤hv»	3	3100
├ic┤in»	3	3100
├ic┤ië»	3	3100
├ic┤lu»	3	3100
├ic┤o,»	3	3100
├ic┤ v»	2	3100
├ic┤ar»	2	3100
├ic┤e »	2	3100
├ic┤e-»	2	3100
├ic┤h)»	2	3100
├ic┤is»	2	3100
├ic┤om»	2	3100
├ic┤os»	2	3100
├ic┤yn»	2	3100
├ic┤ 1»	1	3100
├ic┤ D»	1	3100
├ic┤ H»	1	3100
├ic┤ e»	1	3100
├ic┤a,»	1	3100
├ic┤ai»	1	3100
├ic┤as»	1	3100
├ic┤ay»	1	3100
├ic┤b;»	1	3100
├ic┤bl»	1	3100
├ic┤bm»	1	3100
├ic┤d »	1	3100
├ic┤el»	1	3100
├ic┤es»	1	3100
├ic┤eu»	1	3100
├ic┤fc»	1	3100
├ic┤ff»	1	3100
├ic┤h'»	1	3100
├ic┤h.»	1	3100
├ic┤hg»	1	3100
├ic┤hh»	1	3100
├ic┤ho»	1	3100
├ic┤hu»	1	3100
├ic┤il»	1	3100
├ic┤iü»	1	3100
├ic┤k*»	1	3100
├ic┤k;»	1	3100
├ic┤kv»	1	3100
├ic┤kz»	1	3100
├ic┤k»»	1	3100
├ic┤ma»	1	3100
├ic┤na»	1	3100
├ic┤o!»	1	3100
├ic┤o)»	1	3100
├ic┤o]»	1	3100
├ic┤oa»	1	3100
├ic┤oe»	1	3100
├ic┤rd»	1	3100
├ic┤re»	1	3100
├ic┤ri»	1	3100
├ic┤rj»	1	3100
├ic┤rt»	1	3100
├ic┤si»	1	3100
├ic┤uU»	1	3100
├ic┤x »	1	3100
├ic┤x)»	1	3100
├ic┤x,»	1	3100
├ic┤xd»	1	3100
├ot┤e »	381	3098
├ot┤ d»	327	3098
├ot┤en»	276	3098
├ot┤ v»	136	3098
├ot┤ g»	115	3098
├ot┤ s»	108	3098
├ot┤ e»	98	3098
├ot┤ o»	96	3098
├ot┤ h»	93	3098
├ot┤ a»	87	3098
├ot┤el»	81	3098
├ot┤ n»	75	3098
├ot┤ie»	73	3098
├ot┤ b»	65	3098
├ot┤sa»	53	3098
├ot┤te»	52	3098
├ot┤, »	50	3098
├ot┤ c»	48	3098
├ot┤ w»	46	3098
├ot┤ B»	41	3098
├ot┤ 1»	40	3098
├ot┤ t»	39	3098
├ot┤ l»	32	3098
├ot┤ m»	32	3098
├ot┤ r»	32	3098
├ot┤we»	29	3098
├ot┤ta»	27	3098
├ot┤ '»	24	3098
├ot┤ p»	23	3098
├ot┤ 2»	22	3098
├ot┤er»	22	3098
├ot┤to»	21	3098
├ot┤ 4»	19	3098
├ot┤ge»	19	3098
├ot┤ 3»	18	3098
├ot┤ i»	15	3098
├ot┤ch»	14	3098
├ot┤es»	14	3098
├ot┤ 6»	13	3098
├ot┤ u»	13	3098
├ot┤h »	13	3098
├ot┤je»	12	3098
├ot┤ 5»	11	3098
├ot┤ 8»	10	3098
├ot┤ M»	10	3098
├ot┤ U»	10	3098
├ot┤ 7»	9	3098
├ot┤ f»	8	3098
├ot┤a »	8	3098
├ot┤mo»	8	3098
├ot┤s »	8	3098
├ot┤st»	8	3098
├ot┤ia»	7	3098
├ot┤sc»	7	3098
├ot┤sl»	7	3098
├ot┤ C»	6	3098
├ot┤ti»	6	3098
├ot┤va»	6	3098
├ot┤ I»	5	3098
├ot┤e,»	5	3098
├ot┤ly»	5	3098
├ot┤sg»	5	3098
├ot┤ J»	4	3098
├ot┤ P»	4	3098
├ot┤ S»	4	3098
├ot┤ V»	4	3098
├ot┤ j»	4	3098
├ot┤ec»	4	3098
├ot┤it»	4	3098
├ot┤ G»	3	3098
├ot┤ q»	3	3098
├ot┤ »»	3	3098
├ot┤'t»	3	3098
├ot┤; »	3	3098
├ot┤ab»	3	3098
├ot┤dr»	3	3098
├ot┤ex»	3	3098
├ot┤h,»	3	3098
├ot┤s,»	3	3098
├ot┤si»	3	3098
├ot┤sm»	3	3098
├ot┤ (»	2	3098
├ot┤ 9»	2	3098
├ot┤ H»	2	3098
├ot┤ K»	2	3098
├ot┤ N»	2	3098
├ot┤ W»	2	3098
├ot┤ z»	2	3098
├ot┤ ü»	2	3098
├ot┤ee»	2	3098
├ot┤eg»	2	3098
├ot┤he»	2	3098
├ot┤if»	2	3098
├ot┤in»	2	3098
├ot┤la»	2	3098
├ot┤op»	2	3098
├ot┤se»	2	3098
├ot┤sh»	2	3098
├ot┤td»	2	3098
├ot┤ua»	2	3098
├ot┤vr»	2	3098
├ot┤yf»	2	3098
├ot┤yn»	2	3098
├ot┤ *»	1	3098
├ot┤ .»	1	3098
├ot┤ A»	1	3098
├ot┤ L»	1	3098
├ot┤ O»	1	3098
├ot┤ R»	1	3098
├ot┤ T»	1	3098
├ot┤ ^»	1	3098
├ot┤ k»	1	3098
├ot┤ «»	1	3098
├ot┤ ï»	1	3098
├ot┤"v»	1	3098
├ot┤$u»	1	3098
├ot┤),»	1	3098
├ot┤- »	1	3098
├ot┤^ »	1	3098
├ot┤^d»	1	3098
├ot┤a,»	1	3098
├ot┤ag»	1	3098
├ot┤ao»	1	3098
├ot┤de»	1	3098
├ot┤e'»	1	3098
├ot┤e)»	1	3098
├ot┤ea»	1	3098
├ot┤ed»	1	3098
├ot┤eu»	1	3098
├ot┤ev»	1	3098
├ot┤h)»	1	3098
├ot┤ic»	1	3098
├ot┤ij»	1	3098
├ot┤ir»	1	3098
├ot┤iu»	1	3098
├ot┤ja»	1	3098
├ot┤jo»	1	3098
├ot┤le»	1	3098
├ot┤lj»	1	3098
├ot┤ma»	1	3098
├ot┤ne»	1	3098
├ot┤np»	1	3098
├ot┤oi»	1	3098
├ot┤s-»	1	3098
├ot┤sv»	1	3098
├ot┤th»	1	3098
├ot┤tr»	1	3098
├ot┤vo»	1	3098
├ot┤vy»	1	3098
├ot┤yv»	1	3098
├yc┤k »	1510	3042
├yc┤ke»	862	3042
├yc┤x »	142	3042
├yc┤k,»	127	3042
├yc┤h »	74	3042
├yc┤ks»	72	3042
├yc┤kt»	37	3042
├yc┤kh»	36	3042
├yc┤kx»	35	3042
├yc┤xd»	19	3042
├yc┤xr»	14	3042
├yc┤ht»	10	3042
├yc┤xs»	9	3042
├yc┤qu»	8	3042
├yc┤h,»	7	3042
├yc┤q »	7	3042
├yc┤he»	6	3042
├yc┤kd»	6	3042
├yc┤an»	5	3042
├yc┤hs»	5	3042
├yc┤k;»	5	3042
├yc┤k)»	3	3042
├yc┤kb»	3	3042
├yc┤ki»	3	3042
├yc┤x,»	3	3042
├yc┤kc»	2	3042
├yc┤kl»	2	3042
├yc┤ku»	2	3042
├yc┤ol»	2	3042
├yc┤om»	2	3042
├yc┤ u»	1	3042
├yc┤^ »	1	3042
├yc┤ab»	1	3042
├yc┤bt»	1	3042
├yc┤er»	1	3042
├yc┤h;»	1	3042
├yc┤hd»	1	3042
├yc┤hi»	1	3042
├yc┤hn»	1	3042
├yc┤k'»	1	3042
├yc┤k.»	1	3042
├yc┤k/»	1	3042
├yc┤k:»	1	3042
├yc┤kK»	1	3042
├yc┤ko»	1	3042
├yc┤kr»	1	3042
├yc┤k»»	1	3042
├yc┤ké»	1	3042
├yc┤o »	1	3042
├yc┤s »	1	3042
├yc┤sd»	1	3042
├yc┤se»	1	3042
├yc┤ul»	1	3042
├yc┤xe»	1	3042
├o ┤de»	218	3022
├o ┤ve»	193	3022
├o ┤da»	166	3022
├o ┤me»	148	3022
├o ┤ge»	105	3022
├o ┤ha»	95	3022
├o ┤en»	93	3022
├o ┤wa»	84	3022
├o ┤va»	82	3022
├o ┤te»	57	3022
├o ┤he»	56	3022
├o ┤ar»	55	3022
├o ┤we»	51	3022
├o ┤la»	50	3022
├o ┤be»	49	3022
├o ┤'t»	48	3022
├o ┤in»	47	3022
├o ┤vo»	47	3022
├o ┤ni»	44	3022
├o ┤ae»	40	3022
├o ┤al»	38	3022
├o ┤do»	37	3022
├o ┤on»	33	3022
├o ┤sy»	33	3022
├o ┤ee»	31	3022
├o ┤d'»	29	3022
├o ┤so»	28	3022
├o ┤Ma»	27	3022
├o ┤no»	26	3022
├o ┤co»	25	3022
├o ┤gr»	25	3022
├o ┤ic»	24	3022
├o ┤op»	24	3022
├o ┤Ga»	22	3022
├o ┤di»	22	3022
├o ┤na»	19	3022
├o ┤Ca»	18	3022
├o ┤is»	17	3022
├o ┤wi»	17	3022
├o ┤ma»	15	3022
├o ┤se»	15	3022
├o ┤st»	15	3022
├o ┤go»	13	3022
├o ┤Ju»	12	3022
├o ┤bl»	12	3022
├o ┤by»	12	3022
├o ┤ho»	12	3022
├o ┤hu»	12	3022
├o ┤mo»	11	3022
├o ┤sc»	11	3022
├o ┤si»	11	3022
├o ┤to»	11	3022
├o ┤uy»	11	3022
├o ┤vr»	11	3022
├o ┤Ja»	10	3022
├o ┤ad»	10	3022
├o ┤re»	10	3022
├o ┤16»	9	3022
├o ┤6 »	9	3022
├o ┤No»	9	3022
├o ┤cl»	9	3022
├o ┤nu»	9	3022
├o ┤of»	9	3022
├o ┤om»	9	3022
├o ┤ov»	9	3022
├o ┤8 »	8	3022
├o ┤Bi»	8	3022
├o ┤gh»	8	3022
├o ┤su»	8	3022
├o ┤10»	7	3022
├o ┤5 »	7	3022
├o ┤Fe»	7	3022
├o ┤Go»	7	3022
├o ┤Ra»	7	3022
├o ┤U »	7	3022
├o ┤bi»	7	3022
├o ┤d »	7	3022
├o ┤qu»	7	3022
├o ┤sa»	7	3022
├o ┤19»	6	3022
├o ┤22»	6	3022
├o ┤25»	6	3022
├o ┤Au»	6	3022
├o ┤Oc»	6	3022
├o ┤Pa»	6	3022
├o ┤ba»	6	3022
├o ┤hy»	6	3022
├o ┤sl»	6	3022
├o ┤14»	5	3022
├o ┤20»	5	3022
├o ┤Co»	5	3022
├o ┤af»	5	3022
├o ┤bo»	5	3022
├o ┤ga»	5	3022
├o ┤ie»	5	3022
├o ┤oo»	5	3022
├o ┤pr»	5	3022
├o ┤*t»	4	3022
├o ┤2 »	4	3022
├o ┤21»	4	3022
├o ┤27»	4	3022
├o ┤De»	4	3022
├o ┤Fi»	4	3022
├o ┤Ha»	4	3022
├o ┤S »	4	3022
├o ┤Se»	4	3022
├o ┤hi»	4	3022
├o ┤ra»	4	3022
├o ┤wo»	4	3022
├o ┤'s»	3	3022
├o ┤12»	3	3022
├o ┤15»	3	3022
├o ┤18»	3	3022
├o ┤24»	3	3022
├o ┤7 »	3	3022
├o ┤An»	3	3022
├o ┤Fa»	3	3022
├o ┤H »	3	3022
├o ┤Hu»	3	3022
├o ┤La»	3	3022
├o ┤Lo»	3	3022
├o ┤Mo»	3	3022
├o ┤Si»	3	3022
├o ┤Ve»	3	3022
├o ┤br»	3	3022
├o ┤bu»	3	3022
├o ┤ca»	3	3022
├o ┤dr»	3	3022
├o ┤du»	3	3022
├o ┤ke»	3	3022
├o ┤lo»	3	3022
├o ┤mi»	3	3022
├o ┤pe»	3	3022
├o ┤ty»	3	3022
├o ┤ul»	3	3022
├o ┤ye»	3	3022
├o ┤(a»	2	3022
├o ┤(d»	2	3022
├o ┤*s»	2	3022
├o ┤1 »	2	3022
├o ┤11»	2	3022
├o ┤17»	2	3022
├o ┤23»	2	3022
├o ┤29»	2	3022
├o ┤3 »	2	3022
├o ┤30»	2	3022
├o ┤9 »	2	3022
├o ┤Ap»	2	3022
├o ┤Ay»	2	3022
├o ┤Ba»	2	3022
├o ┤Be»	2	3022
├o ┤Fo»	2	3022
├o ┤Ge»	2	3022
├o ┤IS»	2	3022
├o ┤Ke»	2	3022
├o ┤Li»	2	3022
├o ┤Ne»	2	3022
├o ┤Ro»	2	3022
├o ┤Su»	2	3022
├o ┤Tr»	2	3022
├o ┤Va»	2	3022
├o ┤an»	2	3022
├o ┤ci»	2	3022
├o ┤em»	2	3022
├o ┤et»	2	3022
├o ┤ex»	2	3022
├o ┤fl»	2	3022
├o ┤i »	2	3022
├o ┤li»	2	3022
├o ┤ne»	2	3022
├o ┤ou»	2	3022
├o ┤pa»	2	3022
├o ┤ri»	2	3022
├o ┤ry»	2	3022
├o ┤sp»	2	3022
├o ┤th»	2	3022
├o ┤tr»	2	3022
├o ┤wy»	2	3022
├o ┤ym»	2	3022
├o ┤ü »	2	3022
├o ┤'I»	1	3022
├o ┤'i»	1	3022
├o ┤'m»	1	3022
├o ┤('»	1	3022
├o ┤(^»	1	3022
├o ┤(g»	1	3022
├o ┤(h»	1	3022
├o ┤(s»	1	3022
├o ┤(w»	1	3022
├o ┤.n»	1	3022
├o ┤0 »	1	3022
├o ┤13»	1	3022
├o ┤26»	1	3022
├o ┤28»	1	3022
├o ┤38»	1	3022
├o ┤3e»	1	3022
├o ┤4 »	1	3022
├o ┤40»	1	3022
├o ┤69»	1	3022
├o ┤<f»	1	3022
├o ┤A »	1	3022
├o ┤Ac»	1	3022
├o ┤Bo»	1	3022
├o ┤Bu»	1	3022
├o ┤Ce»	1	3022
├o ┤Da»	1	3022
├o ┤E »	1	3022
├o ┤Gn»	1	3022
├o ┤Hi»	1	3022
├o ┤Ho»	1	3022
├o ┤Hv»	1	3022
├o ┤Me»	1	3022
├o ┤Na»	1	3022
├o ┤Oh»	1	3022
├o ┤Ou»	1	3022
├o ┤Po»	1	3022
├o ┤Pr»	1	3022
├o ┤Pu»	1	3022
├o ┤Qu»	1	3022
├o ┤Sa»	1	3022
├o ┤So»	1	3022
├o ┤Sp»	1	3022
├o ┤Us»	1	3022
├o ┤Wa»	1	3022
├o ┤Wy»	1	3022
├o ┤XV»	1	3022
├o ┤^T»	1	3022
├o ┤ac»	1	3022
├o ┤ai»	1	3022
├o ┤cr»	1	3022
├o ┤d*»	1	3022
├o ┤dT»	1	3022
├o ┤d^»	1	3022
├o ┤ds»	1	3022
├o ┤dü»	1	3022
├o ┤ec»	1	3022
├o ┤eo»	1	3022
├o ┤ev»	1	3022
├o ┤ey»	1	3022
├o ┤fa»	1	3022
├o ┤fi»	1	3022
├o ┤fo»	1	3022
├o ┤fu»	1	3022
├o ┤g'»	1	3022
├o ┤gd»	1	3022
├o ┤gi»	1	3022
├o ┤gu»	1	3022
├o ┤gy»	1	3022
├o ┤ib»	1	3022
├o ┤im»	1	3022
├o ┤iy»	1	3022
├o ┤ju»	1	3022
├o ┤ll»	1	3022
├o ┤my»	1	3022
├o ┤n^»	1	3022
├o ┤np»	1	3022
├o ┤ny»	1	3022
├o ┤p »	1	3022
├o ┤pi»	1	3022
├o ┤pl»	1	3022
├o ┤ro»	1	3022
├o ┤ru»	1	3022
├o ┤t »	1	3022
├o ┤t'»	1	3022
├o ┤tu»	1	3022
├o ┤tw»	1	3022
├o ┤u »	1	3022
├o ┤uw»	1	3022
├o ┤vl»	1	3022
├o ┤wr»	1	3022
├o ┤wt»	1	3022
├o ┤wé»	1	3022
├o ┤®'»	1	3022
├o ┤Ën»	1	3022
├o ┤• »	1	3022
├a ┤en»	267	2990
├a ┤ge»	203	2990
├a ┤me»	185	2990
├a ┤te»	138	2990
├a ┤va»	100	2990
├a ┤ve»	88	2990
├a ┤ae»	69	2990
├a ┤de»	65	2990
├a ┤wa»	51	2990
├a ┤na»	49	2990
├a ┤be»	45	2990
├a ┤so»	43	2990
├a ┤3 »	42	2990
├a ┤Si»	39	2990
├a ┤in»	39	2990
├a ┤vo»	37	2990
├a ┤ha»	36	2990
├a ┤to»	34	2990
├a ┤of»	32	2990
├a ┤op»	32	2990
├a ┤Lo»	31	2990
├a ┤ni»	30	2990
├a ┤we»	29	2990
├a ┤Ra»	27	2990
├a ┤10»	25	2990
├a ┤ee»	25	2990
├a ┤re»	24	2990
├a ┤4 »	23	2990
├a ┤al»	22	2990
├a ┤da»	22	2990
├a ┤he»	22	2990
├a ┤on»	22	2990
├a ┤co»	20	2990
├a ┤12»	19	2990
├a ┤Ma»	19	2990
├a ┤5 »	18	2990
├a ┤6 »	17	2990
├a ┤Pa»	17	2990
├a ┤20»	16	2990
├a ┤Mo»	16	2990
├a ┤la»	16	2990
├a ┤30»	14	2990
├a ┤do»	14	2990
├a ┤se»	14	2990
├a ┤sy»	14	2990
├a ┤uy»	14	2990
├a ┤50»	13	2990
├a ┤no»	13	2990
├a ┤ov»	13	2990
├a ┤af»	12	2990
├a ┤by»	12	2990
├a ┤om»	12	2990
├a ┤wi»	12	2990
├a ┤60»	11	2990
├a ┤14»	10	2990
├a ┤40»	10	2990
├a ┤7 »	10	2990
├a ┤70»	10	2990
├a ┤Di»	10	2990
├a ┤ra»	10	2990
├a ┤2 »	9	2990
├a ┤8 »	9	2990
├a ┤Ba»	9	2990
├a ┤Ch»	9	2990
├a ┤De»	9	2990
├a ┤d'»	9	2990
├a ┤15»	8	2990
├a ┤16»	8	2990
├a ┤9 »	8	2990
├a ┤go»	8	2990
├a ┤li»	8	2990
├a ┤mo»	8	2990
├a ┤oo»	8	2990
├a ┤st»	8	2990
├a ┤t'»	8	2990
├a ┤'t»	7	2990
├a ┤(d»	7	2990
├a ┤13»	7	2990
├a ┤Be»	7	2990
├a ┤Ca»	7	2990
├a ┤Hi»	7	2990
├a ┤In»	7	2990
├a ┤di»	7	2990
├a ┤ga»	7	2990
├a ┤je»	7	2990
├a ┤mi»	7	2990
├a ┤sc»	7	2990
├a ┤25»	6	2990
├a ┤80»	6	2990
├a ┤Bo»	6	2990
├a ┤Ci»	6	2990
├a ┤Es»	6	2990
├a ┤Jo»	6	2990
├a ┤La»	6	2990
├a ┤Me»	6	2990
├a ┤Na»	6	2990
├a ┤Ta»	6	2990
├a ┤bl»	6	2990
├a ┤f »	6	2990
├a ┤is»	6	2990
├a ┤ma»	6	2990
├a ┤1 »	5	2990
├a ┤11»	5	2990
├a ┤90»	5	2990
├a ┤Ar»	5	2990
├a ┤Bi»	5	2990
├a ┤Sa»	5	2990
├a ┤bi»	5	2990
├a ┤dr»	5	2990
├a ┤gr»	5	2990
├a ┤ho»	5	2990
├a ┤le»	5	2990
├a ┤ph»	5	2990
├a ┤sa»	5	2990
├a ┤su»	5	2990
├a ┤22»	4	2990
├a ┤26»	4	2990
├a ┤Am»	4	2990
├a ┤Co»	4	2990
├a ┤Do»	4	2990
├a ┤Eb»	4	2990
├a ┤Ga»	4	2990
├a ┤Ie»	4	2990
├a ┤Ne»	4	2990
├a ┤So»	4	2990
├a ┤Ti»	4	2990
├a ┤To»	4	2990
├a ┤Wa»	4	2990
├a ┤hu»	4	2990
├a ┤ne»	4	2990
├a ┤pe»	4	2990
├a ┤qu»	4	2990
├a ┤si»	4	2990
├a ┤th»	4	2990
├a ┤vi»	4	2990
├a ┤18»	3	2990
├a ┤21»	3	2990
├a ┤35»	3	2990
├a ┤36»	3	2990
├a ┤Al»	3	2990
├a ┤Cr»	3	2990
├a ┤En»	3	2990
├a ┤Is»	3	2990
├a ┤Or»	3	2990
├a ┤Po»	3	2990
├a ┤Pr»	3	2990
├a ┤Se»	3	2990
├a ┤ar»	3	2990
├a ┤ba»	3	2990
├a ┤bo»	3	2990
├a ┤pa»	3	2990
├a ┤pi»	3	2990
├a ┤tw»	3	2990
├a ┤ty»	3	2990
├a ┤vr»	3	2990
├a ┤» »	3	2990
├a ┤(o»	2	2990
├a ┤(s»	2	2990
├a ┤(u»	2	2990
├a ┤17»	2	2990
├a ┤24»	2	2990
├a ┤27»	2	2990
├a ┤28»	2	2990
├a ┤29»	2	2990
├a ┤33»	2	2990
├a ┤38»	2	2990
├a ┤81»	2	2990
├a ┤An»	2	2990
├a ┤As»	2	2990
├a ┤Ce»	2	2990
├a ┤Cl»	2	2990
├a ┤Da»	2	2990
├a ┤IS»	2	2990
├a ┤Ki»	2	2990
├a ┤Le»	2	2990
├a ┤No»	2	2990
├a ┤Op»	2	2990
├a ┤Pe»	2	2990
├a ┤Pi»	2	2990
├a ┤Sr»	2	2990
├a ┤Vo»	2	2990
├a ┤Zi»	2	2990
├a ┤^^»	2	2990
├a ┤a »	2	2990
├a ┤br»	2	2990
├a ┤ca»	2	2990
├a ┤ey»	2	2990
├a ┤hi»	2	2990
├a ┤ja»	2	2990
├a ┤jo»	2	2990
├a ┤lo»	2	2990
├a ┤pr»	2	2990
├a ┤ro»	2	2990
├a ┤sl»	2	2990
├a ┤ta»	2	2990
├a ┤tr»	2	2990
├a ┤wy»	2	2990
├a ┤« »	2	2990
├a ┤• »	2	2990
├a ┤& »	1	2990
├a ┤' »	1	2990
├a ┤'D»	1	2990
├a ┤'g»	1	2990
├a ┤(a»	1	2990
├a ┤(g»	1	2990
├a ┤(h»	1	2990
├a ┤(m»	1	2990
├a ┤(t»	1	2990
├a ┤(v»	1	2990
├a ┤(w»	1	2990
├a ┤*t»	1	2990
├a ┤.M»	1	2990
├a ┤19»	1	2990
├a ┤23»	1	2990
├a ┤2:»	1	2990
├a ┤31»	1	2990
├a ┤32»	1	2990
├a ┤37»	1	2990
├a ┤3g»	1	2990
├a ┤45»	1	2990
├a ┤51»	1	2990
├a ┤53»	1	2990
├a ┤55»	1	2990
├a ┤57»	1	2990
├a ┤5p»	1	2990
├a ┤74»	1	2990
├a ┤77»	1	2990
├a ┤78»	1	2990
├a ┤83»	1	2990
├a ┤87»	1	2990
├a ┤> »	1	2990
├a ┤Au»	1	2990
├a ┤B »	1	2990
├a ┤Dr»	1	2990
├a ┤Fa»	1	2990
├a ┤Fo»	1	2990
├a ┤Fr»	1	2990
├a ┤Ge»	1	2990
├a ┤Go»	1	2990
├a ┤Gr»	1	2990
├a ┤H »	1	2990
├a ┤Ho»	1	2990
├a ┤II»	1	2990
├a ┤IO»	1	2990
├a ┤Ij»	1	2990
├a ┤Ip»	1	2990
├a ┤Ja»	1	2990
├a ┤Ju»	1	2990
├a ┤Ou»	1	2990
├a ┤P^»	1	2990
├a ┤Pu»	1	2990
├a ┤Qu»	1	2990
├a ┤Ri»	1	2990
├a ┤Ro»	1	2990
├a ┤Ré»	1	2990
├a ┤SV»	1	2990
├a ┤Su»	1	2990
├a ┤Te»	1	2990
├a ┤Tr»	1	2990
├a ┤Tu»	1	2990
