«cc├gra┤	freqContext	freqGram
«va├ca,┤	1	79
«e ├ded┤	12	79
«t ├ded┤	10	79
«n ├ded┤	9	79
«, ├ded┤	6	79
«en├ded┤	6	79
«s ├ded┤	5	79
«ee├ded┤	4	79
«k ├ded┤	4	79
«r ├ded┤	4	79
«p ├ded┤	3	79
«; ├ded┤	2	79
«h ├ded┤	2	79
«* ├ded┤	1	79
«\ ├ded┤	1	79
«ad├ded┤	1	79
«be├ded┤	1	79
«de├ded┤	1	79
«er├ded┤	1	79
«l ├ded┤	1	79
«me├ded┤	1	79
«or├ded┤	1	79
«ou├ded┤	1	79
«x ├ded┤	1	79
«yn├ded┤	1	79
« b├egi┤	51	79
« r├egi┤	6	79
«il├egi┤	4	79
«ll├egi┤	3	79
«dr├egi┤	2	79
«el├egi┤	2	79
«oU├egi┤	2	79
«pl├egi┤	2	79
« g├egi┤	1	79
« h├egi┤	1	79
« n├egi┤	1	79
«er├egi┤	1	79
«l)├egi┤	1	79
«nb├egi┤	1	79
«no├egi┤	1	79
«pa├god┤	62	79
«in├god┤	6	79
«n ├god┤	4	79
«e ├god┤	2	79
«. ├god┤	1	79
«af├god┤	1	79
«ff├god┤	1	79
«r ├god┤	1	79
«t ├god┤	1	79
« B├ian┤	18	79
«ll├ian┤	9	79
«qu├ian┤	9	79
«ot├ian┤	5	79
« v├ian┤	3	79
«al├ian┤	3	79
«er├ian┤	3	79
«ar├ian┤	2	79
«ol├ian┤	2	79
«ov├ian┤	2	79
«pl├ian┤	2	79
«ts├ian┤	2	79
« s├ian┤	1	79
«In├ian┤	1	79
«af├ian┤	1	79
«an├ian┤	1	79
«at├ian┤	1	79
«ed├ian┤	1	79
«eh├ian┤	1	79
«ey├ian┤	1	79
«li├ian┤	1	79
«ls├ian┤	1	79
«nm├ian┤	1	79
«ns├ian┤	1	79
«nt├ian┤	1	79
«op├ian┤	1	79
«pn├ian┤	1	79
«pü├ian┤	1	79
«rl├ian┤	1	79
«st├ian┤	1	79
«t ├ian┤	1	79
« T├ido┤	68	79
« b├ido┤	3	79
«Th├ido┤	3	79
«on├ido┤	2	79
« H├ido┤	1	79
«ec├ido┤	1	79
«id├ido┤	1	79
«e ├mar┤	21	79
«Sa├mar┤	10	79
«n ├mar┤	8	79
«ta├mar┤	6	79
«ne├mar┤	5	79
«Ga├mar┤	3	79
«0 ├mar┤	2	79
«Ta├mar┤	2	79
«am├mar┤	2	79
«ar├mar┤	2	79
«ge├mar┤	2	79
«is├mar┤	2	79
«t ├mar┤	2	79
« A├mar┤	1	79
« a├mar┤	1	79
«' ├mar┤	1	79
«So├mar┤	1	79
«et├mar┤	1	79
«fa├mar┤	1	79
«it├mar┤	1	79
«k ├mar┤	1	79
«oo├mar┤	1	79
«r ├mar┤	1	79
«ra├mar┤	1	79
«re├mar┤	1	79
«e ├rug┤	67	79
« b├rug┤	7	79
«te├rug┤	3	79
«le├rug┤	1	79
«n ├rug┤	1	79
«an├ *t┤	12	78
«de├ *t┤	9	78
«er├ *t┤	9	78
«en├ *t┤	8	78
«n,├ *t┤	4	78
«oo├ *t┤	4	78
«rs├ *t┤	3	78
«at├ *t┤	2	78
«ck├ *t┤	2	78
«ns├ *t┤	2	78
«op├ *t┤	2	78
«P^├ *t┤	1	78
«a,├ *t┤	1	78
«ae├ *t┤	1	78
«am├ *t┤	1	78
«ch├ *t┤	1	78
«d^├ *t┤	1	78
«ee├ *t┤	1	78
«et├ *t┤	1	78
«ff├ *t┤	1	78
«ia├ *t┤	1	78
«ie├ *t┤	1	78
«kt├ *t┤	1	78
«le├ *t┤	1	78
«n)├ *t┤	1	78
«om├ *t┤	1	78
«or├ *t┤	1	78
«ot├ *t┤	1	78
«rt├ *t┤	1	78
«t;├ *t┤	1	78
«te├ *t┤	1	78
«ts├ *t┤	1	78
«ht├ Cl┤	21	78
«de├ Cl┤	19	78
«an├ Cl┤	5	78
«et├ Cl┤	3	78
« 6├ Cl┤	2	78
«en├ Cl┤	2	78
«er├ Cl┤	2	78
«l,├ Cl┤	2	78
«n,├ Cl┤	2	78
«r,├ Cl┤	2	78
«t,├ Cl┤	2	78
«ur├ Cl┤	2	78
«ae├ Cl┤	1	78
«as├ Cl┤	1	78
«ca├ Cl┤	1	78
«da├ Cl┤	1	78
«es├ Cl┤	1	78
«fl├ Cl┤	1	78
«on├ Cl┤	1	78
«op├ Cl┤	1	78
«re├ Cl┤	1	78
«rs├ Cl┤	1	78
«s,├ Cl┤	1	78
«te├ Cl┤	1	78
«ts├ Cl┤	1	78
«yn├ Cl┤	1	78
«er├ ye┤	19	78
«an├ ye┤	8	78
«en├ ye┤	8	78
«te├ ye┤	5	78
«ns├ ye┤	4	78
«ck├ ye┤	3	78
«el├ ye┤	3	78
«ch├ ye┤	2	78
«de├ ye┤	2	78
«em├ ye┤	2	78
«et├ ye┤	2	78
«ie├ ye┤	2	78
«le├ ye┤	2	78
«o.├ ye┤	2	78
«oo├ ye┤	2	78
«or├ ye┤	2	78
«*.├ ye┤	1	78
«E.├ ye┤	1	78
«at├ ye┤	1	78
«ff├ ye┤	1	78
«jo├ ye┤	1	78
«ls├ ye┤	1	78
«s,├ ye┤	1	78
«se├ ye┤	1	78
«wy├ ye┤	1	78
«yn├ ye┤	1	78
«n ├Ant┤	28	78
«, ├Ant┤	27	78
«t ├Ant┤	7	78
«r ├Ant┤	6	78
«e ├Ant┤	3	78
«o ├Ant┤	2	78
«' ├Ant┤	1	78
«. ├Ant┤	1	78
«^ ├Ant┤	1	78
«l ├Ant┤	1	78
«s ├Ant┤	1	78
«n ├Ber┤	29	78
«e ├Ber┤	19	78
«t ├Ber┤	8	78
«r ├Ber┤	4	78
«, ├Ber┤	3	78
«p ├Ber┤	3	78
«s ├Ber┤	3	78
«y ├Ber┤	3	78
«a ├Ber┤	2	78
«) ├Ber┤	1	78
«9 ├Ber┤	1	78
«b ├Ber┤	1	78
«d ├Ber┤	1	78
«e ├arm┤	23	78
« H├arm┤	12	78
«n ├arm┤	10	78
«s ├arm┤	5	78
«ge├arm┤	4	78
« c├arm┤	3	78
«nj├arm┤	3	78
«, ├arm┤	2	78
«al├arm┤	2	78
«r ├arm┤	2	78
«t ├arm┤	2	78
« B├arm┤	1	78
« D├arm┤	1	78
«' ├arm┤	1	78
«er├arm┤	1	78
«g'├arm┤	1	78
«h ├arm┤	1	78
«is├arm┤	1	78
«ll├arm┤	1	78
«o ├arm┤	1	78
«yd├arm┤	1	78
« W├awa┤	56	78
« B├awa┤	4	78
«al├awa┤	4	78
«tt├awa┤	3	78
« s├awa┤	2	78
« l├awa┤	1	78
«Cr├awa┤	1	78
«ab├awa┤	1	78
«hb├awa┤	1	78
«mb├awa┤	1	78
«nd├awa┤	1	78
«nn├awa┤	1	78
«rm├awa┤	1	78
«tr├awa┤	1	78
«ne├got┤	67	78
«e ├got┤	4	78
«ge├got┤	4	78
«2 ├got┤	1	78
«3 ├got┤	1	78
«Ma├got┤	1	78
«Ju├ny ┤	31	78
«wa├ny ┤	22	78
«ho├ny ┤	8	78
«co├ny ┤	4	78
«ta├ny ┤	4	78
«ra├ny ┤	3	78
«bo├ny ┤	2	78
«er├ny ┤	2	78
« t├ny ┤	1	78
«ou├ny ┤	1	78
« C├olo┤	36	78
« T├olo┤	17	78
« s├olo┤	3	78
«il├olo┤	3	78
« H├olo┤	2	78
« L├olo┤	2	78
« c├olo┤	2	78
«th├olo┤	2	78
« G├olo┤	1	78
« S├olo┤	1	78
« g├olo┤	1	78
« p├olo┤	1	78
« v├olo┤	1	78
«ac├olo┤	1	78
«av├olo┤	1	78
«lh├olo┤	1	78
«ng├olo┤	1	78
«oh├olo┤	1	78
«or├olo┤	1	78
«Ch├oro┤	48	78
«Gh├oro┤	8	78
«av├oro┤	6	78
« c├oro┤	3	78
« G├oro┤	2	78
«ec├oro┤	2	78
« B├oro┤	1	78
« C├oro┤	1	78
« P├oro┤	1	78
« v├oro┤	1	78
«Gb├oro┤	1	78
«bo├oro┤	1	78
«nc├oro┤	1	78
«nn├oro┤	1	78
«vo├oro┤	1	78
«n ├twy┤	25	78
«ge├twy┤	13	78
«uy├twy┤	13	78
«e ├twy┤	9	78
«t ├twy┤	8	78
«on├twy┤	5	78
«r ├twy┤	2	78
«. ├twy┤	1	78
«da├twy┤	1	78
«te├twy┤	1	78
«de├ 26┤	17	77
«en├ 26┤	13	77
«op├ 26┤	8	77
«et├ 26┤	7	77
« a├ 26┤	3	77
«dy├ 26┤	2	77
«el├ 26┤	2	77
«nt├ 26┤	2	77
«ve├ 26┤	2	77
« :├ 26┤	1	77
« f├ 26┤	1	77
« »├ 26┤	1	77
«20├ 26┤	1	77
«63├ 26┤	1	77
«Op├ 26┤	1	77
«an├ 26┤	1	77
«ei├ 26┤	1	77
«er├ 26┤	1	77
«ht├ 26┤	1	77
«in├ 26┤	1	77
«ma├ 26┤	1	77
«ns├ 26┤	1	77
«rd├ 26┤	1	77
«rs├ 26┤	1	77
«rt├ 26┤	1	77
«s,├ 26┤	1	77
«se├ 26┤	1	77
«tc├ 26┤	1	77
«to├ 26┤	1	77
«ys├ 26┤	1	77
«an├ S^┤	14	77
«en├ S^┤	10	77
«de├ S^┤	8	77
«nt├ S^┤	5	77
«at├ S^┤	3	77
«er├ S^┤	3	77
«in├ S^┤	3	77
«or├ S^┤	3	77
«by├ S^┤	2	77
«et├ S^┤	2	77
«n;├ S^┤	2	77
«oo├ S^┤	2	77
«as├ S^┤	1	77
«ch├ S^┤	1	77
«ck├ S^┤	1	77
«ct├ S^┤	1	77
«dt├ S^┤	1	77
«dy├ S^┤	1	77
«e;├ S^┤	1	77
«gh├ S^┤	1	77
«ht├ S^┤	1	77
«ls├ S^┤	1	77
«m,├ S^┤	1	77
«nd├ S^┤	1	77
«ns├ S^┤	1	77
«ol├ S^┤	1	77
«op├ S^┤	1	77
«pt├ S^┤	1	77
«r;├ S^┤	1	77
«rl├ S^┤	1	77
«t,├ S^┤	1	77
«un├ S^┤	1	77
«n ├Sia┤	27	77
«e ├Sia┤	18	77
«r ├Sia┤	9	77
«t ├Sia┤	9	77
«, ├Sia┤	4	77
«y ├Sia┤	4	77
«p ├Sia┤	2	77
«> ├Sia┤	1	77
«H ├Sia┤	1	77
«f ├Sia┤	1	77
«s ├Sia┤	1	77
«Cr├aye┤	27	77
« S├aye┤	13	77
« C├aye┤	7	77
« M├aye┤	5	77
« p├aye┤	4	77
«dr├aye┤	4	77
« s├aye┤	3	77
« Z├aye┤	2	77
«hc├aye┤	2	77
«il├aye┤	2	77
«ng├aye┤	2	77
« b├aye┤	1	77
«ag├aye┤	1	77
«es├aye┤	1	77
«fr├aye┤	1	77
«mb├aye┤	1	77
«wa├aye┤	1	77
«vi├ctu┤	50	77
«fa├ctu┤	8	77
«fe├ctu┤	5	77
« A├ctu┤	3	77
«un├ctu┤	3	77
« a├ctu┤	2	77
«al├ctu┤	1	77
«in├ctu┤	1	77
«je├ctu┤	1	77
«le├ctu┤	1	77
«oi├ctu┤	1	77
«ru├ctu┤	1	77
«er├eti┤	9	77
« b├eti┤	8	77
«cr├eti┤	6	77
«sp├eti┤	6	77
«ri├eti┤	5	77
« p├eti┤	4	77
« r├eti┤	4	77
«ed├eti┤	4	77
« m├eti┤	3	77
«mp├eti┤	3	77
«re├eti┤	3	77
«ni├eti┤	2	77
« D├eti┤	1	77
« G├eti┤	1	77
« a├eti┤	1	77
« g├eti┤	1	77
« s├eti┤	1	77
«Bg├eti┤	1	77
«Co├eti┤	1	77
«Ql├eti┤	1	77
«ar├eti┤	1	77
«eg├eti┤	1	77
«em├eti┤	1	77
«ep├eti┤	1	77
«es├eti┤	1	77
«gi├eti┤	1	77
«gr├eti┤	1	77
«mo├eti┤	1	77
«om├eti┤	1	77
«pg├eti┤	1	77
«te├eti┤	1	77
«wi├eti┤	1	77
« o├ffi┤	26	77
«ra├ffi┤	13	77
«ca├ffi┤	5	77
«0 ├ffi┤	3	77
«4 ├ffi┤	3	77
«ae├ffi┤	3	77
« O├ffi┤	2	77
« a├ffi┤	2	77
«ea├ffi┤	2	77
«ro├ffi┤	2	77
«3 ├ffi┤	1	77
«7 ├ffi┤	1	77
«9 ├ffi┤	1	77
«Ca├ffi┤	1	77
«Ke├ffi┤	1	77
«No├ffi┤	1	77
«^ ├ffi┤	1	77
«do├ffi┤	1	77
«dï├ffi┤	1	77
«lo├ffi┤	1	77
«no├ffi┤	1	77
«oe├ffi┤	1	77
«oo├ffi┤	1	77
«ry├ffi┤	1	77
«t ├ffi┤	1	77
«to├ffi┤	1	77
«ll├iac┤	55	77
«al├iac┤	10	77
« P├iac┤	3	77
«Ma├iac┤	3	77
« M├iac┤	1	77
« S├iac┤	1	77
«Al├iac┤	1	77
«Ch├iac┤	1	77
«ms├iac┤	1	77
«nm├iac┤	1	77
«el├ias┤	15	77
«op├ias┤	14	77
«Ul├ias┤	11	77
«em├ias┤	6	77
«av├ias┤	5	77
«al├ias┤	4	77
«nd├ias┤	4	77
«an├ias┤	3	77
« S├ias┤	2	77
«ad├ias┤	2	77
«ca├ias┤	2	77
«od├ias┤	2	77
« D├ias┤	1	77
« n├ias┤	1	77
«es├ias┤	1	77
«ob├ias┤	1	77
«ol├ias┤	1	77
«ot├ias┤	1	77
«ül├ias┤	1	77
«me├lah┤	69	77
«ma├lah┤	3	77
«Ta├lah┤	1	77
«ae├lah┤	1	77
«er├lah┤	1	77
«na├lah┤	1	77
«ve├lah┤	1	77
«de├pos┤	16	77
«om├pos┤	16	77
«is├pos┤	14	77
«n ├pos┤	10	77
«e ├pos┤	6	77
«op├pos┤	3	77
«ou├pos┤	3	77
«er├pos┤	2	77
«im├pos┤	2	77
« a├pos┤	1	77
«, ├pos┤	1	77
«;i├pos┤	1	77
«ea├pos┤	1	77
«ni├pos┤	1	77
«Lo├uho┤	69	77
«lo├uho┤	4	77
« i├uho┤	2	77
« L├uho┤	1	77
«Jo├uho┤	1	77
« h├ulp┤	50	77
«eh├ulp┤	14	77
« s├ulp┤	5	77
« b├ulp┤	4	77
«ch├ulp┤	2	77
«eb├ulp┤	2	77
«ge├vic┤	35	77
«e ├vic┤	13	77
«n ├vic┤	11	77
«, ├vic┤	4	77
«he├vic┤	3	77
«t ├vic┤	3	77
«7 ├vic┤	1	77
«; ├vic┤	1	77
«er├vic┤	1	77
«li├vic┤	1	77
«m ├vic┤	1	77
«oo├vic┤	1	77
«ou├vic┤	1	77
«s ├vic┤	1	77
«e ├300┤	17	76
«, ├300┤	15	76
«t ├300┤	14	76
« 1├300┤	5	76
«a ├300┤	5	76
«r ├300┤	5	76
« 2├300┤	3	76
«n ├300┤	3	76
«/ ├300┤	1	76
«37├300┤	1	76
«: ├300┤	1	76
«l ├300┤	1	76
«m ├300┤	1	76
«o ├300┤	1	76
«s ├300┤	1	76
«u ├300┤	1	76
«» ├300┤	1	76
« J├anu┤	54	76
« M├anu┤	10	76
« m├anu┤	3	76
«tt├anu┤	3	76
« f├anu┤	2	76
« D├anu┤	1	76
«ge├anu┤	1	76
«ph├anu┤	1	76
«tP├anu┤	1	76
« A├dy ┤	51	76
«an├dy ┤	6	76
« a├dy ┤	4	76
«pa├dy ┤	3	76
«si├dy ┤	3	76
«^A├dy ┤	1	76
«ai├dy ┤	1	76
«ay├dy ┤	1	76
«bo├dy ┤	1	76
«bu├dy ┤	1	76
«by├dy ┤	1	76
«la├dy ┤	1	76
«oe├dy ┤	1	76
«u ├dy ┤	1	76
« g├edo┤	32	76
« r├edo┤	11	76
« J├edo┤	7	76
« b├edo┤	4	76
«ck├edo┤	4	76
«to├edo┤	4	76
« m├edo┤	2	76
« v├edo┤	1	76
«; ├edo┤	1	76
«Oy├edo┤	1	76
«dV├edo┤	1	76
«dt├edo┤	1	76
«ed├edo┤	1	76
«em├edo┤	1	76
«gg├edo┤	1	76
«i*├edo┤	1	76
«ng├edo┤	1	76
«tt├edo┤	1	76
«ud├edo┤	1	76
«al├imb┤	62	76
«g'├imb┤	3	76
«an├imb┤	2	76
«en├imb┤	2	76
« Z├imb┤	1	76
«Cr├imb┤	1	76
«dl├imb┤	1	76
«eM├imb┤	1	76
«ef├imb┤	1	76
«fl├imb┤	1	76
«t ├imb┤	1	76
«me├lis┤	10	76
«ca├lis┤	7	76
«ne├lis┤	7	76
« O├lis┤	6	76
«il├lis┤	6	76
«ia├lis┤	4	76
«va├lis┤	4	76
«al├lis┤	3	76
« V├lis┤	2	76
«Pe├lis┤	2	76
«ch├lis┤	2	76
«lf├lis┤	2	76
«ng├lis┤	2	76
«ta├lis┤	2	76
« Y├lis┤	1	76
«Ec├lis┤	1	76
«Ga├lis┤	1	76
«ae├lis┤	1	76
«at├lis┤	1	76
«da├lis┤	1	76
«ga├lis┤	1	76
«go├lis┤	1	76
«hi├lis┤	1	76
«ka├lis┤	1	76
«ou├lis┤	1	76
«pa├lis┤	1	76
«pe├lis┤	1	76
«po├lis┤	1	76
«so├lis┤	1	76
«uf├lis┤	1	76
«ye├lis┤	1	76
«di├nar┤	18	76
«ie├nar┤	13	76
«an├nar┤	10	76
«on├nar┤	9	76
«eo├nar┤	5	76
«Ma├nar┤	3	76
«'a├nar┤	2	76
«Ca├nar┤	2	76
«Mo├nar┤	2	76
«Ta├nar┤	2	76
« S├nar┤	1	76
«ai├nar┤	1	76
«at├nar┤	1	76
«ca├nar┤	1	76
«gi├nar┤	1	76
«ma├nar┤	1	76
«na├nar┤	1	76
«ra├nar┤	1	76
«re├nar┤	1	76
«rg├nar┤	1	76
«pa├pie┤	17	76
« s├pie┤	16	76
«co├pie┤	7	76
«rs├pie┤	6	76
«am├pie┤	5	76
«e ├pie┤	5	76
«n ├pie┤	4	76
«ci├pie┤	2	76
«l ├pie┤	2	76
« S├pie┤	1	76
«, ├pie┤	1	76
«. ├pie┤	1	76
«0 ├pie┤	1	76
«7 ├pie┤	1	76
«es├pie┤	1	76
«nc├pie┤	1	76
«or├pie┤	1	76
«si├pie┤	1	76
«so├pie┤	1	76
«t ├pie┤	1	76
«up├pie┤	1	76
«ae├rdy┤	34	76
«Ma├rdy┤	32	76
«ga├rdy┤	4	76
«oe├rdy┤	2	76
«ua├rdy┤	2	76
«go├rdy┤	1	76
«ma├rdy┤	1	76
«Ma├tar┤	20	76
«at├tar┤	16	76
«e ├tar┤	11	76
«re├tar┤	10	76
«ai├tar┤	2	76
«en├tar┤	2	76
«h ├tar┤	2	76
«n ├tar┤	2	76
« s├tar┤	1	76
«, ├tar┤	1	76
«S ├tar┤	1	76
«an├tar┤	1	76
«ba├tar┤	1	76
«ge├tar┤	1	76
«i ├tar┤	1	76
«in├tar┤	1	76
«rs├tar┤	1	76
«s ├tar┤	1	76
«y ├tar┤	1	76
«ic├tua┤	50	76
«er├tua┤	12	76
«pe├tua┤	7	76
«Go├tua┤	2	76
«pa├tua┤	2	76
«ci├tua┤	1	76
«et├tua┤	1	76
«si├tua┤	1	76
«en├ Ki┤	35	75
«de├ Ki┤	15	75
«an├ Ki┤	3	75
«es├ Ki┤	3	75
«ot├ Ki┤	2	75
«re├ Ki┤	2	75
«te├ Ki┤	2	75
«at├ Ki┤	1	75
«by├ Ki┤	1	75
«et├ Ki┤	1	75
«ia├ Ki┤	1	75
«ie├ Ki┤	1	75
«in├ Ki┤	1	75
«ma├ Ki┤	1	75
«mt├ Ki┤	1	75
«n.├ Ki┤	1	75
«ns├ Ki┤	1	75
«nt├ Ki┤	1	75
«or├ Ki┤	1	75
«t,├ Ki┤	1	75
«en├ ü.┤	11	75
«an├ ü.┤	8	75
«de├ ü.┤	5	75
«or├ ü.┤	5	75
«ie├ ü.┤	4	75
«ck├ ü.┤	3	75
«er├ ü.┤	3	75
«yt├ ü.┤	3	75
«at├ ü.┤	2	75
«oo├ ü.┤	2	75
«ot├ ü.┤	2	75
«re├ ü.┤	2	75
«',├ ü.┤	1	75
«Wt├ ü.┤	1	75
«ae├ ü.┤	1	75
«as├ ü.┤	1	75
«be├ ü.┤	1	75
«by├ ü.┤	1	75
«cq├ ü.┤	1	75
«dl├ ü.┤	1	75
«e;├ ü.┤	1	75
«ht├ ü.┤	1	75
«hy├ ü.┤	1	75
«ke├ ü.┤	1	75
«ls├ ü.┤	1	75
«me├ ü.┤	1	75
«n,├ ü.┤	1	75
«ns├ ü.┤	1	75
«nt├ ü.┤	1	75
«om├ ü.┤	1	75
«pe├ ü.┤	1	75
«rt├ ü.┤	1	75
«t)├ ü.┤	1	75
«t,├ ü.┤	1	75
«te├ ü.┤	1	75
«u,├ ü.┤	1	75
«ve├ ü.┤	1	75
«t ├11 ┤	20	75
«e ├11 ┤	9	75
«n ├11 ┤	9	75
«p ├11 ┤	5	75
«  ├11 ┤	4	75
«, ├11 ┤	4	75
« 1├11 ┤	3	75
«a ├11 ┤	3	75
«s ├11 ┤	3	75
« 2├11 ┤	1	75
« 5├11 ┤	1	75
«15├11 ┤	1	75
«20├11 ┤	1	75
«24├11 ┤	1	75
«4.├11 ┤	1	75
«44├11 ┤	1	75
«9.├11 ┤	1	75
«9:├11 ┤	1	75
«: ├11 ┤	1	75
«i ├11 ┤	1	75
«k ├11 ┤	1	75
«r ├11 ┤	1	75
«» ├11 ┤	1	75
«—.├11 ┤	1	75
«t ├13 ┤	23	75
«e ├13 ┤	14	75
«p ├13 ┤	8	75
«, ├13 ┤	6	75
«a ├13 ┤	3	75
«r ├13 ┤	3	75
« 1├13 ┤	2	75
« 8├13 ┤	2	75
«h ├13 ┤	2	75
«s ├13 ┤	2	75
« 2├13 ┤	1	75
«1.├13 ┤	1	75
«2:├13 ┤	1	75
«68├13 ┤	1	75
«8.├13 ┤	1	75
«8:├13 ┤	1	75
«n ├13 ┤	1	75
«o ├13 ┤	1	75
«u ├13 ┤	1	75
«» ├13 ┤	1	75
« o├ntf┤	69	75
«Sa├ntf┤	3	75
«Mo├ntf┤	2	75
« O├ntf┤	1	75
«gr├ool┤	31	75
«ch├ool┤	10	75
«st├ool┤	6	75
« n├ool┤	3	75
«en├ool┤	3	75
«iv├ool┤	3	75
«sl├ool┤	3	75
« c├ool┤	2	75
« s├ool┤	2	75
«Gr├ool┤	2	75
«vl├ool┤	2	75
« S├ool┤	1	75
« d├ool┤	1	75
«Br├ool┤	1	75
«at├ool┤	1	75
«cb├ool┤	1	75
«ev├ool┤	1	75
«gf├ool┤	1	75
«il├ool┤	1	75
«po├rce┤	51	75
«Fo├rce┤	7	75
«fo├rce┤	5	75
«te├rce┤	4	75
«pe├rce┤	3	75
«xe├rce┤	2	75
«ce├rce┤	1	75
«me├rce┤	1	75
«ua├rce┤	1	75
« t├ref┤	26	75
«e ├ref┤	9	75
«, ├ref┤	6	75
«rt├ref┤	6	75
«ve├ref┤	4	75
«; ├ref┤	3	75
«ep├ref┤	3	75
«ge├ref┤	3	75
«y ├ref┤	3	75
«a ├ref┤	2	75
«n ├ref┤	2	75
« I├ref┤	1	75
« i├ref┤	1	75
« p├ref┤	1	75
«et├ref┤	1	75
«he├ref┤	1	75
«l ├ref┤	1	75
«nt├ref┤	1	75
«r ├ref┤	1	75
«de├ses┤	41	75
«e ├ses┤	9	75
«n ├ses┤	6	75
«on├ses┤	6	75
«os├ses┤	2	75
«r ├ses┤	2	75
«s ├ses┤	2	75
«t ├ses┤	2	75
«a ├ses┤	1	75
«cu├ses┤	1	75
«h ├ses┤	1	75
«is├ses┤	1	75
«oy├ses┤	1	75
«al├sme┤	45	75
«ge├sme┤	19	75
«e ├sme┤	4	75
«be├sme┤	2	75
«t ├sme┤	2	75
«Is├sme┤	1	75
«er├sme┤	1	75
«l ├sme┤	1	75
«Ba├tac┤	31	75
«at├tac┤	20	75
«en├tac┤	7	75
«pe├tac┤	4	75
« s├tac┤	2	75
«bs├tac┤	2	75
«el├tac┤	2	75
«Ma├tac┤	1	75
«ge├tac┤	1	75
«na├tac┤	1	75
«s ├tac┤	1	75
«t ├tac┤	1	75
«ts├tac┤	1	75
«ve├tac┤	1	75
«sq├uet┤	38	75
«eq├uet┤	32	75
« q├uet┤	3	75
«rq├uet┤	2	75
«en├ Ve┤	12	74
«ht├ Ve┤	12	74
«er├ Ve┤	9	74
«de├ Ve┤	7	74
«an├ Ve┤	4	74
«se├ Ve┤	4	74
«et├ Ve┤	3	74
«es├ Ve┤	2	74
«is├ Ve┤	2	74
« }├ Ve┤	1	74
«).├ Ve┤	1	74
«.4├ Ve┤	1	74
«12├ Ve┤	1	74
«6.├ Ve┤	1	74
«8.├ Ve┤	1	74
«:2├ Ve┤	1	74
«ao├ Ve┤	1	74
«bo├ Ve┤	1	74
«em├ Ve┤	1	74
«ie├ Ve┤	1	74
«in├ Ve┤	1	74
«ip├ Ve┤	1	74
«ns├ Ve┤	1	74
«oo├ Ve┤	1	74
«ot├ Ve┤	1	74
«r,├ Ve┤	1	74
«te├ Ve┤	1	74
«ye├ Ve┤	1	74
« w├as;┤	71	74
«ir├as;┤	1	74
«pi├as;┤	1	74
«tw├as;┤	1	74
« M├asu┤	64	74
« H├asu┤	4	74
« b├asu┤	3	74
« W├asu┤	1	74
« c├asu┤	1	74
«Bl├asu┤	1	74
«e ├aud┤	10	74
«Tr├aud┤	8	74
«n ├aud┤	8	74
«r ├aud┤	7	74
« g├aud┤	5	74
« v├aud┤	4	74
«m ├aud┤	4	74
«eg├aud┤	3	74
«el├aud┤	3	74
«t ├aud┤	3	74
« l├aud┤	2	74
«fr├aud┤	2	74
«l ├aud┤	2	74
« B├aud┤	1	74
« C├aud┤	1	74
«. ├aud┤	1	74
«; ├aud┤	1	74
«Cr├aud┤	1	74
«eb├aud┤	1	74
«er├aud┤	1	74
«fh├aud┤	1	74
«k ├aud┤	1	74
«om├aud┤	1	74
«rh├aud┤	1	74
«sl├aud┤	1	74
«vy├aud┤	1	74
«on├bek┤	17	74
«l ├bek┤	11	74
«e ├bek┤	10	74
«n ├bek┤	9	74
«k ├bek┤	6	74
«r ├bek┤	4	74
«s ├bek┤	4	74
«, ├bek┤	3	74
«t ├bek┤	3	74
«h ├bek┤	2	74
«m ├bek┤	2	74
«) ├bek┤	1	74
«a ├bek┤	1	74
«y ├bek┤	1	74
« g├ead┤	67	74
«pr├ead┤	4	74
«pg├ead┤	1	74
«s ├ead┤	1	74
«ta├ead┤	1	74
«rd├en.┤	7	74
«er├en.┤	6	74
«om├en.┤	5	74
«ck├en.┤	4	74
«el├en.┤	4	74
«nd├en.┤	4	74
«bb├en.┤	3	74
«ep├en.┤	3	74
«ng├en.┤	3	74
«ud├en.┤	3	74
«al├en.┤	2	74
«av├en.┤	2	74
«ev├en.┤	2	74
«op├en.┤	2	74
« d├en.┤	1	74
« e├en.┤	1	74
«ad├en.┤	1	74
«ar├en.┤	1	74
«at├en.┤	1	74
«da├en.┤	1	74
«do├en.┤	1	74
«ed├en.┤	1	74
«en├en.┤	1	74
«et├en.┤	1	74
«ga├en.┤	1	74
«ge├en.┤	1	74
«gg├en.┤	1	74
«ht├en.┤	1	74
«lg├en.┤	1	74
«ll├en.┤	1	74
«lp├en.┤	1	74
«pp├en.┤	1	74
«ra├en.┤	1	74
«ti├en.┤	1	74
«tt├en.┤	1	74
«yd├en.┤	1	74
«yg├en.┤	1	74
«yv├en.┤	1	74
«t ├gua┤	30	74
«e ├gua┤	10	74
«s ├gua┤	8	74
«u ├gua┤	6	74
«n ├gua┤	5	74
«r ├gua┤	4	74
«Ra├gua┤	2	74
«l ├gua┤	2	74
« A├gua┤	1	74
«^A├gua┤	1	74
«h ├gua┤	1	74
«in├gua┤	1	74
«m ├gua┤	1	74
«nt├gua┤	1	74
«re├gua┤	1	74
«Au├gus┤	63	74
«an├gus┤	10	74
« A├gus┤	1	74
«ff├ici┤	30	74
«nd├ici┤	12	74
«ll├ici┤	7	74
«ed├ici┤	5	74
