illegal	legal	similarity	code	explanation
Gegeven		0.0	-2	no legal close neighbours
Generad		0.0	-2	no legal close neighbours
Getiiil		0.0	-2	no legal close neighbours
Gi*acht		0.0	-2	no legal close neighbours
Gilbert		0.0	-2	no legal close neighbours
Gobessj		0.0	-2	no legal close neighbours
Goggens		0.0	-2	no legal close neighbours
Goteaer		0.0	-2	no legal close neighbours
Grissce		0.0	-2	no legal close neighbours
Grissee		0.0	-2	no legal close neighbours
Grraans		0.0	-2	no legal close neighbours
Hackiem		0.0	-2	no legal close neighbours
Hahoula		0.0	-2	no legal close neighbours
Hambuan		0.0	-2	no legal close neighbours
Hangsia		0.0	-2	no legal close neighbours
Hanszen		0.0	-2	no legal close neighbours
Hattibe		0.0	-2	no legal close neighbours
Hattjau		0.0	-2	no legal close neighbours
Heeuqua		0.0	-2	no legal close neighbours
Hendrik		0.0	-2	no legal close neighbours
Heussen		0.0	-2	no legal close neighbours
Hgaljot		0.0	-2	no legal close neighbours
Hinoman		0.0	-2	no legal close neighbours
Honimoa		0.0	-2	no legal close neighbours
Honomoa		0.0	-2	no legal close neighbours
Hoopwel		0.0	-2	no legal close neighbours
Hwélcke		0.0	-2	no legal close neighbours
I)ekent		0.0	-2	no legal close neighbours
Ignatio		0.0	-2	no legal close neighbours
Ihamaui		0.0	-2	no legal close neighbours
IiiQuey		0.0	-2	no legal close neighbours
Iliamau		0.0	-2	no legal close neighbours
Iluccum		0.0	-2	no legal close neighbours
Itrachl		0.0	-2	no legal close neighbours
Jacques		0.0	-2	no legal close neighbours
Japahan		0.0	-2	no legal close neighbours
Jocksim		0.0	-2	no legal close neighbours
Jocthay		0.0	-2	no legal close neighbours
Johoryl		0.0	-2	no legal close neighbours
Kakialj		0.0	-2	no legal close neighbours
KefBngh		0.0	-2	no legal close neighbours
Kievith		0.0	-2	no legal close neighbours
Kitsils		0.0	-2	no legal close neighbours
LEMONTE		0.0	-2	no legal close neighbours
Laforce		0.0	-2	no legal close neighbours
Laomite		0.0	-2	no legal close neighbours
Larrela		0.0	-2	no legal close neighbours
Lequees		0.0	-2	no legal close neighbours
Lftnmen		0.0	-2	no legal close neighbours
Limiuen		0.0	-2	no legal close neighbours
Linunen		0.0	-2	no legal close neighbours
Loehoes		0.0	-2	no legal close neighbours
Loffelj		0.0	-2	no legal close neighbours
Lombock		0.0	-2	no legal close neighbours
Lombocq		0.0	-2	no legal close neighbours
Loockis		0.0	-2	no legal close neighbours
Loulioe		0.0	-2	no legal close neighbours
Ma-alam		0.0	-2	no legal close neighbours
Mackjan		0.0	-2	no legal close neighbours
Macotta		0.0	-2	no legal close neighbours
Madjera		0.0	-2	no legal close neighbours
Madjira		0.0	-2	no legal close neighbours
Madjiri		0.0	-2	no legal close neighbours
Madjirj		0.0	-2	no legal close neighbours
Madrill		0.0	-2	no legal close neighbours
Mahomet		0.0	-2	no legal close neighbours
Majores		0.0	-2	no legal close neighbours
Mamalou		0.0	-2	no legal close neighbours
Marques		0.0	-2	no legal close neighbours
Marquis		0.0	-2	no legal close neighbours
Matliys		0.0	-2	no legal close neighbours
Medicis		0.0	-2	no legal close neighbours
Meulens		0.0	-2	no legal close neighbours
Mochase		0.0	-2	no legal close neighbours
Modasar		0.0	-2	no legal close neighbours
Moluc<x		0.0	-2	no legal close neighbours
Momenin		0.0	-2	no legal close neighbours
Monapin		0.0	-2	no legal close neighbours
Mooghse		0.0	-2	no legal close neighbours
Nackirj		0.0	-2	no legal close neighbours
Nangaya		0.0	-2	no legal close neighbours
Nanquyn		0.0	-2	no legal close neighbours
Naoingb		0.0	-2	no legal close neighbours
Nelmoes		0.0	-2	no legal close neighbours
Nisandj		0.0	-2	no legal close neighbours
Noffica		0.0	-2	no legal close neighbours
Ocontat		0.0	-2	no legal close neighbours
OlOimas		0.0	-2	no legal close neighbours
Ontongh		0.0	-2	no legal close neighbours
Oomkens		0.0	-2	no legal close neighbours
Opwater		0.0	-2	no legal close neighbours
Oulatou		0.0	-2	no legal close neighbours
Outgers		0.0	-2	no legal close neighbours
PHILIPO		0.0	-2	no legal close neighbours
P^ggers		0.0	-2	no legal close neighbours
Pacalam		0.0	-2	no legal close neighbours
Pamalan		0.0	-2	no legal close neighbours
Parhera		0.0	-2	no legal close neighbours
Pasqual		0.0	-2	no legal close neighbours
Pataiij		0.0	-2	no legal close neighbours
Paultts		0.0	-2	no legal close neighbours
Payacha		0.0	-2	no legal close neighbours
Pbilipo		0.0	-2	no legal close neighbours
Peeckel		0.0	-2	no legal close neighbours
Pej^ten		0.0	-2	no legal close neighbours
Perraey		0.0	-2	no legal close neighbours
Perrero		0.0	-2	no legal close neighbours
PhiHppo		0.0	-2	no legal close neighbours
PhiUipo		0.0	-2	no legal close neighbours
Phiüipo		0.0	-2	no legal close neighbours
Pimenta		0.0	-2	no legal close neighbours
Pinamba		0.0	-2	no legal close neighbours
Poincte		0.0	-2	no legal close neighbours
Ponnerj		0.0	-2	no legal close neighbours
Pottiga		0.0	-2	no legal close neighbours
Prohadt		0.0	-2	no legal close neighbours
Psitanj		0.0	-2	no legal close neighbours
Putalao		0.0	-2	no legal close neighbours
Quesnoy		0.0	-2	no legal close neighbours
Quilsil		0.0	-2	no legal close neighbours
REQUEST		0.0	-2	no legal close neighbours
RODRIGO		0.0	-2	no legal close neighbours
Rabiere		0.0	-2	no legal close neighbours
Rabisit		0.0	-2	no legal close neighbours
Racbiot		0.0	-2	no legal close neighbours
Rasalhj		0.0	-2	no legal close neighbours
Reberch		0.0	-2	no legal close neighbours
Richard		0.0	-2	no legal close neighbours
Richart		0.0	-2	no legal close neighbours
Ritsart		0.0	-2	no legal close neighbours
Roberto		0.0	-2	no legal close neighbours
Rocbado		0.0	-2	no legal close neighbours
Rodrigo		0.0	-2	no legal close neighbours
Roeloff		0.0	-2	no legal close neighbours
Rosario		0.0	-2	no legal close neighbours
Royaele		0.0	-2	no legal close neighbours
Saincto		0.0	-2	no legal close neighbours
Salomon		0.0	-2	no legal close neighbours
Saloukj		0.0	-2	no legal close neighbours
Salouto		0.0	-2	no legal close neighbours
Samloot		0.0	-2	no legal close neighbours
Santhos		0.0	-2	no legal close neighbours
Schrael		0.0	-2	no legal close neighbours
Selialj		0.0	-2	no legal close neighbours
Senuase		0.0	-2	no legal close neighbours
Sillida		0.0	-2	no legal close neighbours
Silvius		0.0	-2	no legal close neighbours
Singora		0.0	-2	no legal close neighbours
Sitsick		0.0	-2	no legal close neighbours
Slrados		0.0	-2	no legal close neighbours
Sotello		0.0	-2	no legal close neighbours
Spahans		0.0	-2	no legal close neighbours
Spiritu		0.0	-2	no legal close neighbours
Subingh		0.0	-2	no legal close neighbours
Suialla		0.0	-2	no legal close neighbours
Suppley		0.0	-2	no legal close neighbours
Sutphcu		0.0	-2	no legal close neighbours
THYSSEN		0.0	-2	no legal close neighbours
TONQÜIN		0.0	-2	no legal close neighbours
Tanjong		0.0	-2	no legal close neighbours
Tayopau		0.0	-2	no legal close neighbours
Tellouw		0.0	-2	no legal close neighbours
Tidor^s		0.0	-2	no legal close neighbours
Toeheel		0.0	-2	no legal close neighbours
Tonalim		0.0	-2	no legal close neighbours
Tonkins		0.0	-2	no legal close neighbours
Torbaya		0.0	-2	no legal close neighbours
Touheel		0.0	-2	no legal close neighbours
Toukeel		0.0	-2	no legal close neighbours
Toulela		0.0	-2	no legal close neighbours
TuUongh		0.0	-2	no legal close neighbours
Tunpana		0.0	-2	no legal close neighbours
Turckse		0.0	-2	no legal close neighbours
VVollon		0.0	-2	no legal close neighbours
Varella		0.0	-2	no legal close neighbours
Vicerey		0.0	-2	no legal close neighbours
Vintena		0.0	-2	no legal close neighbours
Vrydach		0.0	-2	no legal close neighbours
WUIemsz		0.0	-2	no legal close neighbours
Waeniyt		0.0	-2	no legal close neighbours
Wav^anj		0.0	-2	no legal close neighbours
Wdbrant		0.0	-2	no legal close neighbours
Welgaka		0.0	-2	no legal close neighbours
Whoddon		0.0	-2	no legal close neighbours
Wotthon		0.0	-2	no legal close neighbours
Wtrecht		0.0	-2	no legal close neighbours
XVICXLI		0.0	-2	no legal close neighbours
Yicerey		0.0	-2	no legal close neighbours
[lacken		0.0	-2	no legal close neighbours
\VaereD		0.0	-2	no legal close neighbours
aEstaen		0.0	-2	no legal close neighbours
aOoopen		0.0	-2	no legal close neighbours
aQoopen		0.0	-2	no legal close neighbours
absolut		0.0	-2	no legal close neighbours
adjunct		0.0	-2	no legal close neighbours
advanpe		0.0	-2	no legal close neighbours
aenk)op		0.0	-2	no legal close neighbours
aenquam		0.0	-2	no legal close neighbours
aenroer		0.0	-2	no legal close neighbours
afloopt		0.0	-2	no legal close neighbours
aiïkeer		0.0	-2	no legal close neighbours
alamber		0.0	-2	no legal close neighbours
alonime		0.0	-2	no legal close neighbours
alsulck		0.0	-2	no legal close neighbours
altgeen		0.0	-2	no legal close neighbours
althoes		0.0	-2	no legal close neighbours
alv^aer		0.0	-2	no legal close neighbours
alvvaer		0.0	-2	no legal close neighbours
alweder		0.0	-2	no legal close neighbours
amandis		0.0	-2	no legal close neighbours
araches		0.0	-2	no legal close neighbours
articul		0.0	-2	no legal close neighbours
bagagie		0.0	-2	no legal close neighbours
balomve		0.0	-2	no legal close neighbours
baloyns		0.0	-2	no legal close neighbours
becorot		0.0	-2	no legal close neighbours
begreep		0.0	-2	no legal close neighbours
behield		0.0	-2	no legal close neighbours
berani8		0.0	-2	no legal close neighbours
besayen		0.0	-2	no legal close neighbours
besc^yt		0.0	-2	no legal close neighbours
besteck		0.0	-2	no legal close neighbours
bewogen		0.0	-2	no legal close neighbours
beyvert		0.0	-2	no legal close neighbours
bintena		0.0	-2	no legal close neighbours
bittere		0.0	-2	no legal close neighbours
blomken		0.0	-2	no legal close neighbours
boeyons		0.0	-2	no legal close neighbours
bosjens		0.0	-2	no legal close neighbours
boubers		0.0	-2	no legal close neighbours
brieflT		0.0	-2	no legal close neighbours
bywyven		0.0	-2	no legal close neighbours
caersen		0.0	-2	no legal close neighbours
caerten		0.0	-2	no legal close neighbours
caetsje		0.0	-2	no legal close neighbours
caffila		0.0	-2	no legal close neighbours
calpitj		0.0	-2	no legal close neighbours
camjAer		0.0	-2	no legal close neighbours
canefas		0.0	-2	no legal close neighbours
capabel		0.0	-2	no legal close neighbours
capfren		0.0	-2	no legal close neighbours
caskens		0.0	-2	no legal close neighbours
cassUas		0.0	-2	no legal close neighbours
caveren		0.0	-2	no legal close neighbours
cbampan		0.0	-2	no legal close neighbours
cederen		0.0	-2	no legal close neighbours
choupös		0.0	-2	no legal close neighbours
cieraet		0.0	-2	no legal close neighbours
circuit		0.0	-2	no legal close neighbours
cleijue		0.0	-2	no legal close neighbours
coDÜDgh		0.0	-2	no legal close neighbours
coUegie		0.0	-2	no legal close neighbours
coiQste		0.0	-2	no legal close neighbours
condryh		0.0	-2	no legal close neighbours
confuys		0.0	-2	no legal close neighbours
contmgh		0.0	-2	no legal close neighbours
conynen		0.0	-2	no legal close neighbours
copjien		0.0	-2	no legal close neighbours
coudryn		0.0	-2	no legal close neighbours
cpiamen		0.0	-2	no legal close neighbours
culture		0.0	-2	no legal close neighbours
d*Maria		0.0	-2	no legal close neighbours
d*ander		0.0	-2	no legal close neighbours
d*fluyt		0.0	-2	no legal close neighbours
d*jonck		0.0	-2	no legal close neighbours
d*mayor		0.0	-2	no legal close neighbours
d*onsen		0.0	-2	no legal close neighbours
dVaerde		0.0	-2	no legal close neighbours
dVedout		0.0	-2	no legal close neighbours
dVelcke		0.0	-2	no legal close neighbours
d^fluyt		0.0	-2	no legal close neighbours
d^ndere		0.0	-2	no legal close neighbours
dadenin		0.0	-2	no legal close neighbours
daeroni		0.0	-2	no legal close neighbours
decksei		0.0	-2	no legal close neighbours
dewdcke		0.0	-2	no legal close neighbours
dickwyl		0.0	-2	no legal close neighbours
ditmael		0.0	-2	no legal close neighbours
docbdat		0.0	-2	no legal close neighbours
doi|)en		0.0	-2	no legal close neighbours
dolcqua		0.0	-2	no legal close neighbours
doncker		0.0	-2	no legal close neighbours
dongris		0.0	-2	no legal close neighbours
dougris		0.0	-2	no legal close neighbours
doücker		0.0	-2	no legal close neighbours
dragams		0.0	-2	no legal close neighbours
droguen		0.0	-2	no legal close neighbours
druppen		0.0	-2	no legal close neighbours
edelhey		0.0	-2	no legal close neighbours
eenigfa		0.0	-2	no legal close neighbours
ende6Vi		0.0	-2	no legal close neighbours
evident		0.0	-2	no legal close neighbours
fabrycq		0.0	-2	no legal close neighbours
faclMre		0.0	-2	no legal close neighbours
fiadden		0.0	-2	no legal close neighbours
fielten		0.0	-2	no legal close neighbours
figuren		0.0	-2	no legal close neighbours
fiscael		0.0	-2	no legal close neighbours
flguren		0.0	-2	no legal close neighbours
flittoe		0.0	-2	no legal close neighbours
flscael		0.0	-2	no legal close neighbours
forluue		0.0	-2	no legal close neighbours
fugityf		0.0	-2	no legal close neighbours
fumeren		0.0	-2	no legal close neighbours
gaiUsch		0.0	-2	no legal close neighbours
gd)rant		0.0	-2	no legal close neighbours
gdiaelt		0.0	-2	no legal close neighbours
gebefte		0.0	-2	no legal close neighbours
geblust		0.0	-2	no legal close neighbours
gedaeii		0.0	-2	no legal close neighbours
gedodet		0.0	-2	no legal close neighbours
geladai		0.0	-2	no legal close neighbours
gelecbt		0.0	-2	no legal close neighbours
genei^n		0.0	-2	no legal close neighbours
gepread		0.0	-2	no legal close neighbours
gequpst		0.0	-2	no legal close neighbours
geradai		0.0	-2	no legal close neighbours
geresol		0.0	-2	no legal close neighbours
gescbut		0.0	-2	no legal close neighbours
geschil		0.0	-2	no legal close neighbours
gesh'lt		0.0	-2	no legal close neighbours
gesondm		0.0	-2	no legal close neighbours
gespuys		0.0	-2	no legal close neighbours
gest(^t		0.0	-2	no legal close neighbours
gestudt		0.0	-2	no legal close neighbours
gevecbt		0.0	-2	no legal close neighbours
geveeer		0.0	-2	no legal close neighbours
gevulde		0.0	-2	no legal close neighbours
gewicbl		0.0	-2	no legal close neighbours
geëyste		0.0	-2	no legal close neighbours
gi*oote		0.0	-2	no legal close neighbours
gielims		0.0	-2	no legal close neighbours
gierige		0.0	-2	no legal close neighbours
giftige		0.0	-2	no legal close neighbours
gilUous		0.0	-2	no legal close neighbours
gilaloe		0.0	-2	no legal close neighbours
gilh'on		0.0	-2	no legal close neighbours
gingber		0.0	-2	no legal close neighbours
gobaers		0.0	-2	no legal close neighbours
godloos		0.0	-2	no legal close neighbours
grabbel		0.0	-2	no legal close neighbours
harpoys		0.0	-2	no legal close neighbours
hefligh		0.0	-2	no legal close neighbours
heftige		0.0	-2	no legal close neighbours
heltben		0.0	-2	no legal close neighbours
hel|)en		0.0	-2	no legal close neighbours
hetwekk		0.0	-2	no legal close neighbours
hinghse		0.0	-2	no legal close neighbours
hitsige		0.0	-2	no legal close neighbours
hockyns		0.0	-2	no legal close neighbours
hoirien		0.0	-2	no legal close neighbours
hutgens		0.0	-2	no legal close neighbours
hutjeDs		0.0	-2	no legal close neighbours
i'calen		0.0	-2	no legal close neighbours
i*ealen		0.0	-2	no legal close neighbours
i*edout		0.0	-2	no legal close neighbours
ihoeten		0.0	-2	no legal close neighbours
in.dese		0.0	-2	no legal close neighbours
incluys		0.0	-2	no legal close neighbours
injurie		0.0	-2	no legal close neighbours
inmiers		0.0	-2	no legal close neighbours
interum		0.0	-2	no legal close neighbours
jathten		0.0	-2	no legal close neighbours
jgeoost		0.0	-2	no legal close neighbours
keurich		0.0	-2	no legal close neighbours
kitsils		0.0	-2	no legal close neighbours
kyckers		0.0	-2	no legal close neighbours
l)ehulp		0.0	-2	no legal close neighbours
l)evint		0.0	-2	no legal close neighbours
laml)oe		0.0	-2	no legal close neighbours
laml>oe		0.0	-2	no legal close neighbours
langfas		0.0	-2	no legal close neighbours
lankyns		0.0	-2	no legal close neighbours
lawangh		0.0	-2	no legal close neighbours
liebben		0.0	-2	no legal close neighbours
limiten		0.0	-2	no legal close neighbours
lioogfa		0.0	-2	no legal close neighbours
losgelt		0.0	-2	no legal close neighbours
lovinge		0.0	-2	no legal close neighbours
m^scben		0.0	-2	no legal close neighbours
maiores		0.0	-2	no legal close neighbours
majoors		0.0	-2	no legal close neighbours
makeker		0.0	-2	no legal close neighbours
mansoly		0.0	-2	no legal close neighbours
massief		0.0	-2	no legal close neighbours
maximen		0.0	-2	no legal close neighbours
maéndcn		0.0	-2	no legal close neighbours
medalys		0.0	-2	no legal close neighbours
mesusen		0.0	-2	no legal close neighbours
met*den		0.0	-2	no legal close neighbours
misquit		0.0	-2	no legal close neighbours
mocTite		0.0	-2	no legal close neighbours
mocfate		0.0	-2	no legal close neighbours
moclite		0.0	-2	no legal close neighbours
moesa£Q		0.0	-2	no legal close neighbours
motyven		0.0	-2	no legal close neighbours
moussun		0.0	-2	no legal close neighbours
mutsjen		0.0	-2	no legal close neighbours
muysken		0.0	-2	no legal close neighbours
nK)chte		0.0	-2	no legal close neighbours
n^gryen		0.0	-2	no legal close neighbours
nabuyrs		0.0	-2	no legal close neighbours
namracq		0.0	-2	no legal close neighbours
nanacht		0.0	-2	no legal close neighbours
ndodicb		0.0	-2	no legal close neighbours
neeracn		0.0	-2	no legal close neighbours
neiTens		0.0	-2	no legal close neighbours
nemrade		0.0	-2	no legal close neighbours
nergens		0.0	-2	no legal close neighbours
neve\fs		0.0	-2	no legal close neighbours
niosten		0.0	-2	no legal close neighbours
niynder		0.0	-2	no legal close neighbours
nletale		0.0	-2	no legal close neighbours
notabel		0.0	-2	no legal close neighbours
notoire		0.0	-2	no legal close neighbours
nuUityt		0.0	-2	no legal close neighbours
nïetten		0.0	-2	no legal close neighbours
occasie		0.0	-2	no legal close neighbours
omganck		0.0	-2	no legal close neighbours
omhooge		0.0	-2	no legal close neighbours
onmacht		0.0	-2	no legal close neighbours
onnosel		0.0	-2	no legal close neighbours
onnutte		0.0	-2	no legal close neighbours
ontbMen		0.0	-2	no legal close neighbours
oork)gh		0.0	-2	no legal close neighbours
oork>gh		0.0	-2	no legal close neighbours
oorlofi		0.0	-2	no legal close neighbours
opmaken		0.0	-2	no legal close neighbours
opsicht		0.0	-2	no legal close neighbours
optrock		0.0	-2	no legal close neighbours
opulent		0.0	-2	no legal close neighbours
oranbay		0.0	-2	no legal close neighbours
outrage		0.0	-2	no legal close neighbours
overhnt		0.0	-2	no legal close neighbours
pageyen		0.0	-2	no legal close neighbours
pampier		0.0	-2	no legal close neighbours
pancoda		0.0	-2	no legal close neighbours
pangsis		0.0	-2	no legal close neighbours
pantgis		0.0	-2	no legal close neighbours
paradys		0.0	-2	no legal close neighbours
pedangh		0.0	-2	no legal close neighbours
pelingb		0.0	-2	no legal close neighbours
penible		0.0	-2	no legal close neighbours
pericul		0.0	-2	no legal close neighbours
perltmn		0.0	-2	no legal close neighbours
pistool		0.0	-2	no legal close neighbours
politie		0.0	-2	no legal close neighbours
postuer		0.0	-2	no legal close neighbours
pramaha		0.0	-2	no legal close neighbours
prautje		0.0	-2	no legal close neighbours
prauvsr		0.0	-2	no legal close neighbours
progres		0.0	-2	no legal close neighbours
provenu		0.0	-2	no legal close neighbours
putalao		0.0	-2	no legal close neighbours
quaipen		0.0	-2	no legal close neighbours
quidams		0.0	-2	no legal close neighbours
raaenls		0.0	-2	no legal close neighbours
rachers		0.0	-2	no legal close neighbours
rachuyt		0.0	-2	no legal close neighbours
raosten		0.0	-2	no legal close neighbours
reciflf		0.0	-2	no legal close neighbours
reguard		0.0	-2	no legal close neighbours
replycq		0.0	-2	no legal close neighbours
residmt		0.0	-2	no legal close neighbours
reuilen		0.0	-2	no legal close neighbours
rontora		0.0	-2	no legal close neighbours
rontsom		0.0	-2	no legal close neighbours
roomsch		0.0	-2	no legal close neighbours
rorehos		0.0	-2	no legal close neighbours
royalen		0.0	-2	no legal close neighbours
ruineus		0.0	-2	no legal close neighbours
ryckdom		0.0	-2	no legal close neighbours
s^gagie		0.0	-2	no legal close neighbours
saisoen		0.0	-2	no legal close neighbours
scbangh		0.0	-2	no legal close neighbours
scbooff		0.0	-2	no legal close neighbours
scbrick		0.0	-2	no legal close neighbours
schairs		0.0	-2	no legal close neighbours
schappa		0.0	-2	no legal close neighbours
schavot		0.0	-2	no legal close neighbours
schijnt		0.0	-2	no legal close neighbours
schrael		0.0	-2	no legal close neighbours
schrale		0.0	-2	no legal close neighbours
seggeii		0.0	-2	no legal close neighbours
seslien		0.0	-2	no legal close neighbours
sestich		0.0	-2	no legal close neighbours
setiden		0.0	-2	no legal close neighbours
simpele		0.0	-2	no legal close neighbours
sioupos		0.0	-2	no legal close neighbours
sjoupos		0.0	-2	no legal close neighbours
slavinn		0.0	-2	no legal close neighbours
sleutel		0.0	-2	no legal close neighbours
soMaten		0.0	-2	no legal close neighbours
soldyen		0.0	-2	no legal close neighbours
soods^t		0.0	-2	no legal close neighbours
soudeii		0.0	-2	no legal close neighbours
speciën		0.0	-2	no legal close neighbours
stellse		0.0	-2	no legal close neighbours
stompen		0.0	-2	no legal close neighbours
suH^ide		0.0	-2	no legal close neighbours
t*onser		0.0	-2	no legal close neighbours
t*samen		0.0	-2	no legal close neighbours
t*zynen		0.0	-2	no legal close neighbours
tVeegen		0.0	-2	no legal close neighbours
taeffel		0.0	-2	no legal close neighbours
talponj		0.0	-2	no legal close neighbours
temetir		0.0	-2	no legal close neighbours
tmschen		0.0	-2	no legal close neighbours
toequam		0.0	-2	no legal close neighbours
tolhuys		0.0	-2	no legal close neighbours
toomich		0.0	-2	no legal close neighbours
triumph		0.0	-2	no legal close neighbours
tsiangh		0.0	-2	no legal close neighbours
ulyeden		0.0	-2	no legal close neighbours
usantie		0.0	-2	no legal close neighbours
uylsien		0.0	-2	no legal close neighbours
uytviel		0.0	-2	no legal close neighbours
v^ecder		0.0	-2	no legal close neighbours
v^eechs		0.0	-2	no legal close neighbours
v^elken		0.0	-2	no legal close neighbours
v^nneer		0.0	-2	no legal close neighbours
v^reder		0.0	-2	no legal close neighbours
vaatjes		0.0	-2	no legal close neighbours
vaj^den		0.0	-2	no legal close neighbours
vandeil		0.0	-2	no legal close neighbours
vanhier		0.0	-2	no legal close neighbours
veeesen		0.0	-2	no legal close neighbours
veeeten		0.0	-2	no legal close neighbours
vemieut		0.0	-2	no legal close neighbours
vernuft		0.0	-2	no legal close neighbours
vervult		0.0	-2	no legal close neighbours
veylich		0.0	-2	no legal close neighbours
veylige		0.0	-2	no legal close neighbours
vieitle		0.0	-2	no legal close neighbours
vierbal		0.0	-2	no legal close neighbours
vileyne		0.0	-2	no legal close neighbours
visryck		0.0	-2	no legal close neighbours
vlytich		0.0	-2	no legal close neighbours
vnllich		0.0	-2	no legal close neighbours
volclit		0.0	-2	no legal close neighbours
voldode		0.0	-2	no legal close neighbours
voorU.E		0.0	-2	no legal close neighbours
vooruyt		0.0	-2	no legal close neighbours
vrQleti		0.0	-2	no legal close neighbours
vraecbt		0.0	-2	no legal close neighbours
vreempl		0.0	-2	no legal close neighbours
vreugde		0.0	-2	no legal close neighbours
vrolyck		0.0	-2	no legal close neighbours
vvrasch		0.0	-2	no legal close neighbours
vyftich		0.0	-2	no legal close neighbours
w^licht		0.0	-2	no legal close neighbours
waeri)y		0.0	-2	no legal close neighbours
weduwen		0.0	-2	no legal close neighbours
weidden		0.0	-2	no legal close neighbours
welcl^e		0.0	-2	no legal close neighbours
wevinge		0.0	-2	no legal close neighbours
wiei-de		0.0	-2	no legal close neighbours
wierook		0.0	-2	no legal close neighbours
wteynde		0.0	-2	no legal close neighbours
wtgeven		0.0	-2	no legal close neighbours
wysheyt		0.0	-2	no legal close neighbours
yehiant		0.0	-2	no legal close neighbours
zeepupt		0.0	-2	no legal close neighbours
«itters		0.0	-2	no legal close neighbours
Ütk^Adi		0.0	-2	no legal close neighbours
'Douta		0.0	-2	no legal close neighbours
'llaet		0.0	-2	no legal close neighbours
(hooft		0.0	-2	no legal close neighbours
(syude		0.0	-2	no legal close neighbours
(zyude		0.0	-2	no legal close neighbours
100000		0.0	-2	no legal close neighbours
101000		0.0	-2	no legal close neighbours
106813		0.0	-2	no legal close neighbours
10:1:6		0.0	-2	no legal close neighbours
146lYï		0.0	-2	no legal close neighbours
14969B		0.0	-2	no legal close neighbours
15maii		0.0	-2	no legal close neighbours
190635		0.0	-2	no legal close neighbours
1K8880		0.0	-2	no legal close neighbours
80bhar		0.0	-2	no legal close neighbours
AROONS		0.0	-2	no legal close neighbours
Aguada		0.0	-2	no legal close neighbours
Alangb		0.0	-2	no legal close neighbours
Alican		0.0	-2	no legal close neighbours
Aligao		0.0	-2	no legal close neighbours
Alonso		0.0	-2	no legal close neighbours
Amblau		0.0	-2	no legal close neighbours
Amblou		0.0	-2	no legal close neighbours
Ameril		0.0	-2	no legal close neighbours
Ananda		0.0	-2	no legal close neighbours
Arnout		0.0	-2	no legal close neighbours
Atcbin		0.0	-2	no legal close neighbours
Aukier		0.0	-2	no legal close neighbours
BACKER		0.0	-2	no legal close neighbours
BHIEFF		0.0	-2	no legal close neighbours
BRETON		0.0	-2	no legal close neighbours
BRIEFF		0.0	-2	no legal close neighbours
BRIEFP		0.0	-2	no legal close neighbours
BRIËFF		0.0	-2	no legal close neighbours
Badinj		0.0	-2	no legal close neighbours
Baflda		0.0	-2	no legal close neighbours
Bancoc		0.0	-2	no legal close neighbours
Barbal		0.0	-2	no legal close neighbours
Barker		0.0	-2	no legal close neighbours
Bassin		0.0	-2	no legal close neighbours
Becker		0.0	-2	no legal close neighbours
Belace		0.0	-2	no legal close neighbours
Bencon		0.0	-2	no legal close neighbours
Berbas		0.0	-2	no legal close neighbours
Besari		0.0	-2	no legal close neighbours
Betsou		0.0	-2	no legal close neighbours
Bincki		0.0	-2	no legal close neighbours
Boleka		0.0	-2	no legal close neighbours
Bollac		0.0	-2	no legal close neighbours
Bommel		0.0	-2	no legal close neighbours
Bongso		0.0	-2	no legal close neighbours
Bormma		0.0	-2	no legal close neighbours
Bougis		0.0	-2	no legal close neighbours
Boukit		0.0	-2	no legal close neighbours
BoutoD		0.0	-2	no legal close neighbours
Bouton		0.0	-2	no legal close neighbours
CaOila		0.0	-2	no legal close neighbours
Calsom		0.0	-2	no legal close neighbours
Cangad		0.0	-2	no legal close neighbours
Capaha		0.0	-2	no legal close neighbours
CapeUe		0.0	-2	no legal close neighbours
Cassan		0.0	-2	no legal close neighbours
Castro		0.0	-2	no legal close neighbours
Catsou		0.0	-2	no legal close neighbours
Cbindj		0.0	-2	no legal close neighbours
Celles		0.0	-2	no legal close neighbours
Chappa		0.0	-2	no legal close neighbours
Chatim		0.0	-2	no legal close neighbours
Chiaca		0.0	-2	no legal close neighbours
Cingal		0.0	-2	no legal close neighbours
Ck)qun		0.0	-2	no legal close neighbours
Ck)rap		0.0	-2	no legal close neighbours
Clangb		0.0	-2	no legal close neighbours
Clappa		0.0	-2	no legal close neighbours
Cleyii		0.0	-2	no legal close neighbours
Coboet		0.0	-2	no legal close neighbours
Coecap		0.0	-2	no legal close neighbours
Coecop		0.0	-2	no legal close neighbours
Cogans		0.0	-2	no legal close neighbours
Colano		0.0	-2	no legal close neighbours
Comp^s		0.0	-2	no legal close neighbours
Conmcs		0.0	-2	no legal close neighbours
Cousyn		0.0	-2	no legal close neighbours
Craoan		0.0	-2	no legal close neighbours
D*0DS6		0.0	-2	no legal close neighbours
DERAES		0.0	-2	no legal close neighbours
D^onse		0.0	-2	no legal close neighbours
D^oude		0.0	-2	no legal close neighbours
Davith		0.0	-2	no legal close neighbours
Davola		0.0	-2	no legal close neighbours
Davolo		0.0	-2	no legal close neighbours
Dieogo		0.0	-2	no legal close neighbours
Dilley		0.0	-2	no legal close neighbours
Dorkay		0.0	-2	no legal close neighbours
Doulet		0.0	-2	no legal close neighbours
