«cc├gr┤	freqContext	freqGram
«Mo├ul┤	5	1491
«To├ul┤	5	1491
«at├ul┤	5	1491
«bo├ul┤	5	1491
« O├ul┤	4	1491
« b├ul┤	4	1491
« o├ul┤	4	1491
«ac├ul┤	4	1491
«go├ul┤	4	1491
«n ├ul┤	4	1491
«ro├ul┤	4	1491
« M├ul┤	3	1491
« v├ul┤	3	1491
«ad├ul┤	3	1491
«ec├ul┤	3	1491
«o ├ul┤	3	1491
«op├ul┤	3	1491
«p ├ul┤	3	1491
« a├ul┤	2	1491
« d├ul┤	2	1491
«Bo├ul┤	2	1491
«Ho├ul┤	2	1491
«Me├ul┤	2	1491
«No├ul┤	2	1491
«So├ul┤	2	1491
«bd├ul┤	2	1491
«ck├ul┤	2	1491
«eb├ul┤	2	1491
«ep├ul┤	2	1491
«fo├ul┤	2	1491
«me├ul┤	2	1491
«ne├ul┤	2	1491
«r ├ul┤	2	1491
«ra├ul┤	2	1491
« D├ul┤	1	1491
« N├ul┤	1	1491
« P├ul┤	1	1491
« T├ul┤	1	1491
« Z├ul┤	1	1491
« c├ul┤	1	1491
«"J├ul┤	1	1491
«(s├ul┤	1	1491
«, ├ul┤	1	1491
«Bc├ul┤	1	1491
«Ca├ul┤	1	1491
«Do├ul┤	1	1491
«Lo├ul┤	1	1491
«Ma├ul┤	1	1491
«ab├ul┤	1	1491
«ak├ul┤	1	1491
«an├ul┤	1	1491
«ap├ul┤	1	1491
«bv├ul┤	1	1491
«cb├ul┤	1	1491
«do├ul┤	1	1491
«es├ul┤	1	1491
«ge├ul┤	1	1491
«he├ul┤	1	1491
«hy├ul┤	1	1491
«il├ul┤	1	1491
«iu├ul┤	1	1491
«la├ul┤	1	1491
«mb├ul┤	1	1491
«mo├ul┤	1	1491
«ng├ul┤	1	1491
«ns├ul┤	1	1491
«oc├ul┤	1	1491
«oo├ul┤	1	1491
«rd├ul┤	1	1491
«ss├ul┤	1	1491
«to├ul┤	1	1491
«ua├ul┤	1	1491
«ub├ul┤	1	1491
«um├ul┤	1	1491
«up├ul┤	1	1491
«us├ul┤	1	1491
«y ├ul┤	1	1491
«ya├ul┤	1	1491
«yc├ul┤	1	1491
«éc├ul┤	1	1491
«we├lc┤	532	1475
«su├lc┤	368	1475
«vo├lc┤	331	1475
«ma├lc┤	29	1475
«zu├lc┤	27	1475
«to├lc┤	21	1475
«ca├lc┤	17	1475
« A├lc┤	16	1475
« e├lc┤	16	1475
«ba├lc┤	14	1475
«Go├lc┤	10	1475
«Va├lc┤	10	1475
«We├lc┤	9	1475
« a├lc┤	7	1475
«es├lc┤	5	1475
«if├lc┤	4	1475
«me├lc┤	4	1475
«te├lc┤	4	1475
«Ca├lc┤	3	1475
«do├lc┤	3	1475
«Su├lc┤	2	1475
«^e├lc┤	2	1475
«ey├lc┤	2	1475
«ha├lc┤	2	1475
«oe├lc┤	2	1475
« *├lc┤	1	1475
« s├lc┤	1	1475
«Co├lc┤	1	1475
«Ga├lc┤	1	1475
«Ki├lc┤	1	1475
«Ma├lc┤	1	1475
«Me├lc┤	1	1475
«Ol├lc┤	1	1475
«Pa├lc┤	1	1475
«Ro├lc┤	1	1475
«Ve├lc┤	1	1475
«Wa├lc┤	1	1475
«ae├lc┤	1	1475
«af├lc┤	1	1475
«be├lc┤	1	1475
«ce├lc┤	1	1475
«ee├lc┤	1	1475
«ef├lc┤	1	1475
«ff├lc┤	1	1475
«ge├lc┤	1	1475
«ia├lc┤	1	1475
«mp├lc┤	1	1475
«oo├lc┤	1	1475
«or├lc┤	1	1475
«pu├lc┤	1	1475
«re├lc┤	1	1475
«so├lc┤	1	1475
«tt├lc┤	1	1475
«uc├lc┤	1	1475
«uy├lc┤	1	1475
«ve├lc┤	1	1475
«vq├lc┤	1	1475
«w^├lc┤	1	1475
«wé├lc┤	1	1475
«yo├lc┤	1	1475
«ge├br┤	446	1471
«n ├br┤	341	1471
«e ├br┤	212	1471
«er├br┤	53	1471
«Fe├br┤	52	1471
«t ├br┤	40	1471
«, ├br┤	30	1471
«s ├br┤	27	1471
«. ├br┤	25	1471
«r ├br┤	20	1471
«; ├br┤	15	1471
«ff├br┤	15	1471
«m ├br┤	12	1471
«ol├br┤	12	1471
«en├br┤	11	1471
«nt├br┤	11	1471
«op├br┤	11	1471
«sc├br┤	7	1471
«de├br┤	6	1471
«k ├br┤	6	1471
« E├br┤	5	1471
«Sa├br┤	5	1471
«em├br┤	5	1471
«l ├br┤	5	1471
«on├br┤	5	1471
«p ├br┤	5	1471
«h ├br┤	4	1471
«le├br┤	4	1471
«x ├br┤	4	1471
«y ├br┤	4	1471
«' ├br┤	3	1471
«2 ├br┤	3	1471
«im├br┤	3	1471
«o ├br┤	3	1471
«om├br┤	3	1471
«uy├br┤	3	1471
«yt├br┤	3	1471
« A├br┤	2	1471
«Am├br┤	2	1471
«Ue├br┤	2	1471
«a ├br┤	2	1471
«fa├br┤	2	1471
«fl├br┤	2	1471
«in├br┤	2	1471
«um├br┤	2	1471
« C├br┤	1	1471
« G├br┤	1	1471
« I├br┤	1	1471
« P├br┤	1	1471
« t├br┤	1	1471
«* ├br┤	1	1471
«Ge├br┤	1	1471
«H ├br┤	1	1471
«Pe├br┤	1	1471
«Wd├br┤	1	1471
«^ ├br┤	1	1471
«ab├br┤	1	1471
«ac├br┤	1	1471
«af├br┤	1	1471
«ai├br┤	1	1471
«al├br┤	1	1471
«am├br┤	1	1471
«an├br┤	1	1471
«c ├br┤	1	1471
«ct├br┤	1	1471
«gé├br┤	1	1471
«iT├br┤	1	1471
«is├br┤	1	1471
«lT├br┤	1	1471
«lf├br┤	1	1471
«ma├br┤	1	1471
«nl├br┤	1	1471
«oe├br┤	1	1471
«oy├br┤	1	1471
«ra├br┤	1	1471
«rt├br┤	1	1471
«so├br┤	1	1471
«u ├br┤	1	1471
«us├br┤	1	1471
«® ├br┤	1	1471
«ü ├br┤	1	1471
«de├ P┤	200	1449
«an├ P┤	191	1449
«en├ P┤	168	1449
«ae├ P┤	154	1449
«er├ P┤	116	1449
«in├ P┤	77	1449
«nt├ P┤	35	1449
«or├ P┤	35	1449
«te├ P┤	32	1449
«yt├ P┤	26	1449
«ge├ P┤	22	1449
«n,├ P┤	13	1449
«r,├ P┤	13	1449
«et├ P┤	12	1449
«op├ P┤	12	1449
«ht├ P┤	11	1449
«om├ P┤	10	1449
«re├ P┤	10	1449
«ns├ P┤	9	1449
«s.├ P┤	9	1449
«a,├ P┤	8	1449
«ve├ P┤	8	1449
«ch├ P┤	7	1449
«d'├ P┤	7	1449
«'.├ P┤	6	1449
«In├ P┤	6	1449
«on├ P┤	6	1449
«s,├ P┤	6	1449
«ur├ P┤	6	1449
«da├ P┤	5	1449
«el├ P┤	5	1449
«is├ P┤	5	1449
«ne├ P┤	5	1449
«se├ P┤	5	1449
«t,├ P┤	5	1449
« 2├ P┤	4	1449
« »├ P┤	4	1449
«De├ P┤	4	1449
«ck├ P┤	4	1449
«e,├ P┤	4	1449
«ee├ P┤	4	1449
«ja├ P┤	4	1449
«la├ P┤	4	1449
«mt├ P┤	4	1449
«ot├ P┤	4	1449
«ts├ P┤	4	1449
«ya├ P┤	4	1449
« 5├ P┤	3	1449
«E.├ P┤	3	1449
«S^├ P┤	3	1449
«al├ P┤	3	1449
«as├ P┤	3	1449
«at├ P┤	3	1449
«by├ P┤	3	1449
«ce├ P┤	3	1449
«ey├ P┤	3	1449
«ir├ P┤	3	1449
«le├ P┤	3	1449
«m,├ P┤	3	1449
«ma├ P┤	3	1449
«oo├ P┤	3	1449
«rt├ P┤	3	1449
«sa├ P┤	3	1449
«u,├ P┤	3	1449
«yn├ P┤	3	1449
«10├ P┤	2	1449
«30├ P┤	2	1449
«M^├ P┤	2	1449
«OM├ P┤	2	1449
«am├ P┤	2	1449
«cn├ P┤	2	1449
«es├ P┤	2	1449
«ft├ P┤	2	1449
«io├ P┤	2	1449
«ip├ P┤	2	1449
«k,├ P┤	2	1449
«ke├ P┤	2	1449
«lo├ P┤	2	1449
«na├ P┤	2	1449
«ra├ P┤	2	1449
«ys├ P┤	2	1449
« '├ P┤	1	1449
« .├ P┤	1	1449
« 3├ P┤	1	1449
« 4├ P┤	1	1449
« 6├ P┤	1	1449
« 7├ P┤	1	1449
« 8├ P┤	1	1449
« ;├ P┤	1	1449
« t├ P┤	1	1449
«')├ P┤	1	1449
«00├ P┤	1	1449
«29├ P┤	1	1449
«43├ P┤	1	1449
«50├ P┤	1	1449
«61├ P┤	1	1449
«87├ P┤	1	1449
«DE├ P┤	1	1449
«Dc├ P┤	1	1449
«ER├ P┤	1	1449
«IS├ P┤	1	1449
«Op├ P┤	1	1449
«V2├ P┤	1	1449
«Va├ P┤	1	1449
«Vi├ P┤	1	1449
«Vs├ P┤	1	1449
«Wt├ P┤	1	1449
«YN├ P┤	1	1449
«YS├ P┤	1	1449
«^"├ P┤	1	1449
«^*├ P┤	1	1449
«^-├ P┤	1	1449
«^2├ P┤	1	1449
«^^├ P┤	1	1449
«ac├ P┤	1	1449
«ad├ P┤	1	1449
«ar├ P┤	1	1449
«au├ P┤	1	1449
«az├ P┤	1	1449
«aé├ P┤	1	1449
«cx├ P┤	1	1449
«d^├ P┤	1	1449
«di├ P┤	1	1449
«do├ P┤	1	1449
«e»├ P┤	1	1449
«ff├ P┤	1	1449
«go├ P┤	1	1449
«hs├ P┤	1	1449
«i,├ P┤	1	1449
«ie├ P┤	1	1449
«it├ P┤	1	1449
«kt├ P┤	1	1449
«l,├ P┤	1	1449
«ls├ P┤	1	1449
«n*├ P┤	1	1449
«n.├ P┤	1	1449
«nd├ P┤	1	1449
«o,├ P┤	1	1449
«oe├ P┤	1	1449
«pt├ P┤	1	1449
«ri├ P┤	1	1449
«rs├ P┤	1	1449
«st├ P┤	1	1449
«t.├ P┤	1	1449
«ta├ P┤	1	1449
«tj├ P┤	1	1449
«t«├ P┤	1	1449
«ut├ P┤	1	1449
«y,├ P┤	1	1449
«ye├ P┤	1	1449
«».├ P┤	1	1449
«rn├eu┤	558	1434
«nd├eu┤	125	1434
«ni├eu┤	116	1434
«ad├eu┤	70	1434
«ct├eu┤	34	1434
«er├eu┤	23	1434
«ri├eu┤	21	1434
« l├eu┤	17	1434
«pr├eu┤	17	1434
«ch├eu┤	16	1434
« G├eu┤	15	1434
«av├eu┤	15	1434
«br├eu┤	15	1434
«di├eu┤	15	1434
« e├eu┤	14	1434
«ck├eu┤	13	1434
«it├eu┤	13	1434
« d├eu┤	12	1434
«ul├eu┤	12	1434
«es├eu┤	9	1434
«ol├eu┤	9	1434
«sp├eu┤	9	1434
«Le├eu┤	8	1434
«gi├eu┤	8	1434
«em├eu┤	7	1434
«le├eu┤	7	1434
«rh├eu┤	7	1434
« h├eu┤	6	1434
«bb├eu┤	6	1434
«rb├eu┤	6	1434
« a├eu┤	5	1434
« b├eu┤	5	1434
« g├eu┤	5	1434
«al├eu┤	5	1434
«eh├eu┤	5	1434
«en├eu┤	5	1434
«in├eu┤	5	1434
«om├eu┤	5	1434
«sn├eu┤	5	1434
« n├eu┤	4	1434
« p├eu┤	4	1434
«Ni├eu┤	4	1434
«eg├eu┤	4	1434
«li├eu┤	4	1434
«lv├eu┤	4	1434
«ss├eu┤	4	1434
«um├eu┤	4	1434
«vr├eu┤	4	1434
«ys├eu┤	4	1434
« m├eu┤	3	1434
«at├eu┤	3	1434
«e ├eu┤	3	1434
«eb├eu┤	3	1434
«ed├eu┤	3	1434
«he├eu┤	3	1434
«la├eu┤	3	1434
«ld├eu┤	3	1434
«ng├eu┤	3	1434
«op├eu┤	3	1434
«or├eu┤	3	1434
«rr├eu┤	3	1434
«st├eu┤	3	1434
«vl├eu┤	3	1434
« H├eu┤	2	1434
« M├eu┤	2	1434
« r├eu┤	2	1434
« s├eu┤	2	1434
« w├eu┤	2	1434
«He├eu┤	2	1434
«Ze├eu┤	2	1434
«cr├eu┤	2	1434
«dd├eu┤	2	1434
«el├eu┤	2	1434
«ep├eu┤	2	1434
«ev├eu┤	2	1434
«ga├eu┤	2	1434
«ig├eu┤	2	1434
«mi├eu┤	2	1434
«n ├eu┤	2	1434
«rd├eu┤	2	1434
«re├eu┤	2	1434
«rm├eu┤	2	1434
«ro├eu┤	2	1434
«ta├eu┤	2	1434
«th├eu┤	2	1434
«ti├eu┤	2	1434
«ts├eu┤	2	1434
«yg├eu┤	2	1434
«yv├eu┤	2	1434
« L├eu┤	1	1434
« N├eu┤	1	1434
« S├eu┤	1	1434
« i├eu┤	1	1434
« j├eu┤	1	1434
« k├eu┤	1	1434
« v├eu┤	1	1434
«, ├eu┤	1	1434
«Cr├eu┤	1	1434
«Li├eu┤	1	1434
«Om├eu┤	1	1434
«Tr├eu┤	1	1434
«ag├eu┤	1	1434
«ar├eu┤	1	1434
«cb├eu┤	1	1434
«ci├eu┤	1	1434
«cl├eu┤	1	1434
«do├eu┤	1	1434
«ek├eu┤	1	1434
«et├eu┤	1	1434
«ff├eu┤	1	1434
«fl├eu┤	1	1434
«ge├eu┤	1	1434
«h ├eu┤	1	1434
«ic├eu┤	1	1434
«id├eu┤	1	1434
«is├eu┤	1	1434
«kn├eu┤	1	1434
«l)├eu┤	1	1434
«lg├eu┤	1	1434
«me├eu┤	1	1434
«nn├eu┤	1	1434
«nt├eu┤	1	1434
«on├eu┤	1	1434
«ot├eu┤	1	1434
«ou├eu┤	1	1434
«rA├eu┤	1	1434
«ra├eu┤	1	1434
«s ├eu┤	1	1434
«si├eu┤	1	1434
«sl├eu┤	1	1434
«so├eu┤	1	1434
«tg├eu┤	1	1434
«tu├eu┤	1	1434
«uw├eu┤	1	1434
«va├eu┤	1	1434
«wv├eu┤	1	1434
«xt├eu┤	1	1434
«yl├eu┤	1	1434
«yn├eu┤	1	1434
«yr├eu┤	1	1434
«yt├eu┤	1	1434
« h├un┤	825	1434
«vr├un┤	160	1434
« J├un┤	49	1434
« g├un┤	47	1434
« b├un┤	34	1434
« p├un┤	30	1434
« P├un┤	28	1434
« m├un┤	26	1434
« S├un┤	19	1434
«pt├un┤	19	1434
«rg├un┤	18	1434
«mm├un┤	16	1434
«so├un┤	15	1434
« c├un┤	12	1434
« d├un┤	10	1434
« N├un┤	9	1434
«em├un┤	8	1434
«am├un┤	7	1434
«ec├un┤	7	1434
«pl├un┤	7	1434
«go├un┤	6	1434
«on├un┤	6	1434
«rt├un┤	6	1434
«td├un┤	6	1434
«Tr├un┤	5	1434
«eg├un┤	3	1434
«nc├un┤	3	1434
«nj├un┤	3	1434
«To├un┤	2	1434
«co├un┤	2	1434
«th├un┤	2	1434
«us├un┤	2	1434
« G├un┤	1	1434
« H├un┤	1	1434
« M├un┤	1	1434
« T├un┤	1	1434
« W├un┤	1	1434
« Z├un┤	1	1434
« f├un┤	1	1434
« k├un┤	1	1434
« n├un┤	1	1434
« s├un┤	1	1434
«(h├un┤	1	1434
«)q├un┤	1	1434
«Ax├un┤	1	1434
«Co├un┤	1	1434
«Hg├un┤	1	1434
«Ra├un┤	1	1434
«Vr├un┤	1	1434
«ae├un┤	1	1434
«ag├un┤	1	1434
«an├un┤	1	1434
«ch├un┤	1	1434
«dj├un┤	1	1434
«es├un┤	1	1434
«hu├un┤	1	1434
«in├un┤	1	1434
«kh├un┤	1	1434
«ld├un┤	1	1434
«ng├un┤	1	1434
«nh├un┤	1	1434
«ni├un┤	1	1434
«nn├un┤	1	1434
«no├un┤	1	1434
«od├un┤	1	1434
«pr├un┤	1	1434
«rk├un┤	1	1434
«sg├un┤	1	1434
«sm├un┤	1	1434
«ss├un┤	1	1434
«st├un┤	1	1434
«te├un┤	1	1434
«tp├un┤	1	1434
«ys├un┤	1	1434
«ca├tt┤	218	1431
«mi├tt┤	92	1431
«wi├tt┤	83	1431
«ra├tt┤	74	1431
«se├tt┤	73	1431
«di├tt┤	63	1431
«Hi├tt┤	52	1431
«me├tt┤	46	1431
«ie├tt┤	35	1431
«le├tt┤	34	1431
«uy├tt┤	34	1431
«ba├tt┤	33	1431
«hi├tt┤	29	1431
«da├tt┤	28	1431
«Ba├tt┤	27	1431
« O├tt┤	26	1431
«ro├tt┤	25	1431
« a├tt┤	24	1431
«si├tt┤	23	1431
«po├tt┤	22	1431
«Ma├tt┤	18	1431
«co├tt┤	18	1431
« e├tt┤	16	1431
«Ru├tt┤	15	1431
«ke├tt┤	15	1431
«ue├tt┤	15	1431
«ma├tt┤	14	1431
«Pa├tt┤	13	1431
«Ha├tt┤	12	1431
«pi├tt┤	12	1431
«va├tt┤	10	1431
«bi├tt┤	9	1431
«pe├tt┤	9	1431
«we├tt┤	9	1431
«Pe├tt┤	8	1431
«la├tt┤	8	1431
«lo├tt┤	8	1431
«ve├tt┤	8	1431
«Ro├tt┤	7	1431
«ha├tt┤	7	1431
«tu├tt┤	7	1431
«Wi├tt┤	6	1431
«hu├tt┤	6	1431
«ia├tt┤	6	1431
«nu├tt┤	6	1431
«wa├tt┤	6	1431
«Wo├tt┤	5	1431
«Co├tt┤	4	1431
«Uy├tt┤	4	1431
«gu├tt┤	4	1431
«ho├tt┤	4	1431
«io├tt┤	4	1431
«ne├tt┤	4	1431
«pa├tt┤	4	1431
«sa├tt┤	4	1431
«ar├tt┤	3	1431
«Ga├tt┤	2	1431
«Po├tt┤	2	1431
«Si├tt┤	2	1431
«an├tt┤	2	1431
«bo├tt┤	2	1431
«ea├tt┤	2	1431
«ee├tt┤	2	1431
«ga├tt┤	2	1431
«jo├tt┤	2	1431
«li├tt┤	2	1431
«oe├tt┤	2	1431
«or├tt┤	2	1431
«ou├tt┤	2	1431
«ri├tt┤	2	1431
«so├tt┤	2	1431
«üy├tt┤	2	1431
« A├tt┤	1	1431
« T├tt┤	1	1431
« i├tt┤	1	1431
« o├tt┤	1	1431
« s├tt┤	1	1431
« w├tt┤	1	1431
«Bu├tt┤	1	1431
«Ca├tt┤	1	1431
«Di├tt┤	1	1431
«Du├tt┤	1	1431
«Go├tt┤	1	1431
«Hu├tt┤	1	1431
«IN├tt┤	1	1431
«Ja├tt┤	1	1431
«Ka├tt┤	1	1431
«Li├tt┤	1	1431
«Mo├tt┤	1	1431
«Pu├tt┤	1	1431
«Ra├tt┤	1	1431
«Ti├tt┤	1	1431
«bu├tt┤	1	1431
«ce├tt┤	1	1431
«ch├tt┤	1	1431
«ej├tt┤	1	1431
«el├tt┤	1	1431
«em├tt┤	1	1431
«er├tt┤	1	1431
«es├tt┤	1	1431
«gi├tt┤	1	1431
«he├tt┤	1	1431
«ij├tt┤	1	1431
«ki├tt┤	1	1431
«ko├tt┤	1	1431
«lj├tt┤	1	1431
«ml├tt┤	1	1431
«mé├tt┤	1	1431
«ni├tt┤	1	1431
«om├tt┤	1	1431
«on├tt┤	1	1431
«pu├tt┤	1	1431
«re├tt┤	1	1431
«to├tt┤	1	1431
«ua├tt┤	1	1431
«ul├tt┤	1	1431
«vd├tt┤	1	1431
«vn├tt┤	1	1431
«xa├tt┤	1	1431
«zi├tt┤	1	1431
««i├tt┤	1	1431
«ïe├tt┤	1	1431
«n ├pr┤	350	1426
«e ├pr┤	326	1426
«ge├pr┤	137	1426
« s├pr┤	63	1426
« A├pr┤	62	1426
«r ├pr┤	53	1426
«t ├pr┤	51	1426
« o├pr┤	45	1426
«ex├pr┤	43	1426
«es├pr┤	41	1426
«, ├pr┤	27	1426
«s ├pr┤	23	1426
« O├pr┤	22	1426
«ap├pr┤	22	1426
«. ├pr┤	20	1426
«y ├pr┤	19	1426
«p ├pr┤	11	1426
«h ├pr┤	10	1426
«ns├pr┤	8	1426
«l ├pr┤	7	1426
«k ├pr┤	6	1426
«o ├pr┤	5	1426
«rs├pr┤	5	1426
«' ├pr┤	4	1426
«oo├pr┤	4	1426
«re├pr┤	4	1426
«0 ├pr┤	3	1426
«4 ├pr┤	3	1426
« a├pr┤	2	1426
«) ├pr┤	2	1426
«2 ├pr┤	2	1426
«5 ├pr┤	2	1426
«a ├pr┤	2	1426
«ep├pr┤	2	1426
«er├pr┤	2	1426
«is├pr┤	2	1426
«ls├pr┤	2	1426
«ts├pr┤	2	1426
«êx├pr┤	2	1426
« H├pr┤	1	1426
« Q├pr┤	1	1426
« ^├pr┤	1	1426
« g├pr┤	1	1426
« Ó├pr┤	1	1426
«" ├pr┤	1	1426
«(s├pr┤	1	1426
«* ├pr┤	1	1426
«.o├pr┤	1	1426
«3 ├pr┤	1	1426
«7 ├pr┤	1	1426
«> ├pr┤	1	1426
«E ├pr┤	1	1426
«Se├pr┤	1	1426
«^ ├pr┤	1	1426
«af├pr┤	1	1426
«b ├pr┤	1	1426
«d*├pr┤	1	1426
«en├pr┤	1	1426
«f ├pr┤	1	1426
«gq├pr┤	1	1426
«i ├pr┤	1	1426
«im├pr┤	1	1426
«m ├pr┤	1	1426
«n"├pr┤	1	1426
«u ├pr┤	1	1426
«ur├pr┤	1	1426
«vo├pr┤	1	1426
«x ├pr┤	1	1426
«® ├pr┤	1	1426
«e ├'t┤	280	1401
«n ├'t┤	244	1401
«t ├'t┤	171	1401
«r ├'t┤	156	1401
«, ├'t┤	131	1401
«s ├'t┤	92	1401
«o ├'t┤	48	1401
«p ├'t┤	44	1401
«; ├'t┤	33	1401
«m ├'t┤	29	1401
«y ├'t┤	25	1401
«. ├'t┤	14	1401
«l ├'t┤	14	1401
«k ├'t┤	11	1401
«^ ├'t┤	9	1401
«h ├'t┤	8	1401
«a ├'t┤	7	1401
«an├'t┤	7	1401
«er├'t┤	6	1401
«de├'t┤	5	1401
«en├'t┤	5	1401
«op├'t┤	5	1401
«ae├'t┤	4	1401
«or├'t┤	4	1401
« (├'t┤	3	1401
«: ├'t┤	3	1401
«ot├'t┤	3	1401
«u ├'t┤	3	1401
«' ├'t┤	2	1401
«) ├'t┤	2	1401
«0 ├'t┤	2	1401
«8 ├'t┤	2	1401
«om├'t┤	2	1401
«wy├'t┤	2	1401
« /├'t┤	1	1401
« ;├'t┤	1	1401
« E├'t┤	1	1401
«1 ├'t┤	1	1401
«2 ├'t┤	1	1401
«6 ├'t┤	1	1401
«Ed├'t┤	1	1401
«b ├'t┤	1	1401
«i ├'t┤	1	1401
«in├'t┤	1	1401
«is├'t┤	1	1401
«it├'t┤	1	1401
«j ├'t┤	1	1401
«le├'t┤	1	1401
«ls├'t┤	1	1401
«ns├'t┤	1	1401
«os├'t┤	1	1401
«rt├'t┤	1	1401
«st├'t┤	1	1401
«ts├'t┤	1	1401
«ve├'t┤	1	1401
«xt├'t┤	1	1401
«yt├'t┤	1	1401
«» ├'t┤	1	1401
«— ├'t┤	1	1401
« w├il┤	373	1381
« g├il┤	120	1381
« s├il┤	75	1381
«pr├il┤	63	1381
«ch├il┤	55	1381
«st├il┤	54	1381
«ta├il┤	49	1381
« W├il┤	47	1381
« S├il┤	44	1381
«an├il┤	36	1381
«ew├il┤	26	1381
« H├il┤	24	1381
«Ph├il┤	23	1381
«ts├il┤	18	1381
« G├il┤	17	1381
«tw├il┤	15	1381
«ap├il┤	14	1381
«iv├il┤	14	1381
«nw├il┤	13	1381
«as├il┤	12	1381
«Ch├il┤	11	1381
«ab├il┤	11	1381
« L├il┤	10	1381
« d├il┤	10	1381
«su├il┤	8	1381
« v├il┤	7	1381
«am├il┤	7	1381
«nt├il┤	7	1381
«yw├il┤	7	1381
« m├il┤	6	1381
«ks├il┤	6	1381
«mm├il┤	6	1381
«rm├il┤	6	1381
«vr├il┤	6	1381
«Ol├il┤	5	1381
«et├il┤	5	1381
«sp├il┤	5	1381
« B├il┤	4	1381
« b├il┤	4	1381
«ev├il┤	4	1381
«ff├il┤	4	1381
«hu├il┤	4	1381
«nc├il┤	4	1381
«ro├il┤	4	1381
«va├il┤	4	1381
« C├il┤	3	1381
« K├il┤	3	1381
«av├il┤	3	1381
«cb├il┤	3	1381
«em├il┤	3	1381
«ge├il┤	3	1381
«gi├il┤	3	1381
«ib├il┤	3	1381
«th├il┤	3	1381
«ve├il┤	3	1381
« D├il┤	2	1381
« T├il┤	2	1381
« p├il┤	2	1381
«Gh├il┤	2	1381
«ae├il┤	2	1381
«ar├il┤	2	1381
«at├il┤	2	1381
«br├il┤	2	1381
«dr├il┤	2	1381
«el├il┤	2	1381
«en├il┤	2	1381
«eu├il┤	2	1381
«fa├il┤	2	1381
«im├il┤	2	1381
«ip├il┤	2	1381
«ls├il┤	2	1381
«lw├il┤	2	1381
«or├il┤	2	1381
«rw├il┤	2	1381
«sl├il┤	2	1381
«sw├il┤	2	1381
«tj├il┤	2	1381
« N├il┤	1	1381
« P├il┤	1	1381
« a├il┤	1	1381
« l├il┤	1	1381
« n├il┤	1	1381
« z├il┤	1	1381
«' ├il┤	1	1381
«Ho├il┤	1	1381
«Hs├il┤	1	1381
«Ji├il┤	1	1381
«Pb├il┤	1	1381
«Qu├il┤	1	1381
«aO├il┤	1	1381
«af├il┤	1	1381
«ah├il┤	1	1381
«al├il┤	1	1381
«ba├il┤	1	1381
«ce├il┤	1	1381
«cl├il┤	1	1381
«cr├il┤	1	1381
«cs├il┤	1	1381
«de├il┤	1	1381
«e ├il┤	1	1381
«eb├il┤	1	1381
«ed├il┤	1	1381
«ee├il┤	1	1381
«er├il┤	1	1381
«es├il┤	1	1381
«gg├il┤	1	1381
«gu├il┤	1	1381
«ic├il┤	1	1381
«id├il┤	1	1381
«ii├il┤	1	1381
«ir├il┤	1	1381
«is├il┤	1	1381
«it├il┤	1	1381
«kw├il┤	1	1381
«la├il┤	1	1381
«lo├il┤	1	1381
«me├il┤	1	1381
«mi├il┤	1	1381
«n ├il┤	1	1381
«nb├il┤	1	1381
«nd├il┤	1	1381
«no├il┤	1	1381
«ns├il┤	1	1381
«of├il┤	1	1381
«on├il┤	1	1381
«os├il┤	1	1381
«qu├il┤	1	1381
«ra├il┤	1	1381
«rs├il┤	1	1381
«si├il┤	1	1381
«ul├il┤	1	1381
«un├il┤	1	1381
«vo├il┤	1	1381
«xm├il┤	1	1381
«yr├il┤	1	1381
«ze├il┤	1	1381
««u├il┤	1	1381
«en├ D┤	439	1379
«an├ D┤	110	1379
«ae├ D┤	64	1379
«de├ D┤	62	1379
«nt├ D┤	38	1379
«er├ D┤	33	1379
«rt├ D┤	26	1379
«ht├ D┤	24	1379
«as├ D┤	20	1379
«yn├ D┤	20	1379
«yt├ D┤	17	1379
«et├ D┤	15	1379
«st├ D┤	15	1379
«in├ D┤	14	1379
«el├ D┤	12	1379
«am├ D┤	9	1379
«ck├ D┤	9	1379
«on├ D┤	9	1379
«re├ D┤	9	1379
«sa├ D┤	9	1379
«te├ D┤	9	1379
«gh├ D┤	8	1379
«lt├ D┤	8	1379
«al├ D┤	7	1379
«is├ D┤	7	1379
«r,├ D┤	7	1379
«sy├ D┤	7	1379
«ur├ D┤	7	1379
«ys├ D┤	7	1379
«dt├ D┤	6	1379
«es├ D┤	6	1379
«rs├ D┤	6	1379
«t.├ D┤	6	1379
«S^├ D┤	5	1379
«a,├ D┤	5	1379
«ad├ D┤	5	1379
«d'├ D┤	5	1379
«ft├ D┤	5	1379
«ie├ D┤	5	1379
«n,├ D┤	5	1379
«n.├ D┤	5	1379
«ns├ D┤	5	1379
«tc├ D┤	5	1379
«ut├ D┤	5	1379
«'.├ D┤	4	1379
«*.├ D┤	4	1379
«2.├ D┤	4	1379
«^°├ D┤	4	1379
«ch├ D┤	4	1379
«ff├ D┤	4	1379
«ia├ D┤	4	1379
«ip├ D┤	4	1379
«kt├ D┤	4	1379
«mo├ D┤	4	1379
«ra├ D┤	4	1379
« .├ D┤	3	1379
« 8├ D┤	3	1379
« :├ D┤	3	1379
« ^├ D┤	3	1379
«*"├ D┤	3	1379
«60├ D┤	3	1379
«AN├ D┤	3	1379
«^"├ D┤	3	1379
«at├ D┤	3	1379
«e,├ D┤	3	1379
